,user_id,movie_id,rating,timestamp,date,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018
158383,11931,245674,5,1362352854,2013-03-03 23:20:54,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
363482,27390,1197624,9,1362352900,2013-03-03 23:21:40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
587243,43940,795351,6,1362352902,2013-03-03 23:21:42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
311999,23685,112740,8,1362353064,2013-03-03 23:24:24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
531403,39831,1615147,7,1362353082,2013-03-03 23:24:42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
300085,22664,1068242,6,1362353191,2013-03-03 23:26:31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6219,547,2023587,6,1362353212,2013-03-03 23:26:52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
561702,42089,399295,7,1362353278,2013-03-03 23:27:58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
496422,37098,1386588,6,1362353322,2013-03-03 23:28:42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
251626,18959,1556243,6,1362353469,2013-03-03 23:31:09,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
561719,42089,887883,7,1362353582,2013-03-03 23:33:02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
593406,44479,1226229,8,1362353652,2013-03-03 23:34:12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
82284,6360,1655420,7,1362353659,2013-03-03 23:34:19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
312528,23734,1371111,7,1362353826,2013-03-03 23:37:06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
561687,42089,119177,9,1362353856,2013-03-03 23:37:36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
434516,32514,1673434,10,1362353902,2013-03-03 23:38:22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
330605,24964,1659337,8,1362353929,2013-03-03 23:38:49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
519606,39041,1602620,10,1362353955,2013-03-03 23:39:15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
227360,17191,1532503,8,1362353961,2013-03-03 23:39:21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
151919,11475,120667,6,1362354066,2013-03-03 23:41:06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
170727,13122,981227,7,1362354127,2013-03-03 23:42:07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
102018,7909,1659337,8,1362354184,2013-03-03 23:43:04,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
102022,7909,2125608,8,1362354201,2013-03-03 23:43:21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
102020,7909,1772341,8,1362354223,2013-03-03 23:43:43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
246438,18649,2057455,9,1362354315,2013-03-03 23:45:15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
674504,51201,1212450,8,1362354336,2013-03-03 23:45:36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
561686,42089,118971,9,1362354340,2013-03-03 23:45:40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
525992,39591,50212,10,1362354365,2013-03-03 23:46:05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
280323,21223,1024648,7,1362354445,2013-03-03 23:47:25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
679683,51623,1464540,7,1362354476,2013-03-03 23:47:56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
674461,51201,337692,6,1362354659,2013-03-03 23:50:59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
415575,31253,1922777,7,1362354700,2013-03-03 23:51:40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
561677,42089,103939,8,1362354754,2013-03-03 23:52:34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
679680,51623,758752,6,1362354762,2013-03-03 23:52:42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
597452,44855,2014338,7,1362354767,2013-03-03 23:52:47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
142705,10853,1371111,7,1362354781,2013-03-03 23:53:01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
561750,42089,1515091,8,1362354836,2013-03-03 23:53:56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
536730,40193,2040560,7,1362354911,2013-03-03 23:55:11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
679681,51623,875113,9,1362355004,2013-03-03 23:56:44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
81903,6338,1318514,8,1362355059,2013-03-03 23:57:39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
592850,44411,1343727,7,1362355123,2013-03-03 23:58:43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19366,1821,1194263,8,1362355123,2013-03-03 23:58:43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
139356,10513,1441952,7,1362355200,2013-03-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
652348,49274,1682180,8,1362355243,2013-03-04 00:00:43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
590322,44200,1045658,7,1362355293,2013-03-04 00:01:33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
652349,49274,1702439,3,1362355305,2013-03-04 00:01:45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
679682,51623,1130884,7,1362355330,2013-03-04 00:02:10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
679679,51623,217505,8,1362355375,2013-03-04 00:02:55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
688905,52388,1615147,8,1362355420,2013-03-04 00:03:40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
679678,51623,112641,10,1362355483,2013-03-04 00:04:43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
500886,37495,209144,10,1362355798,2013-03-04 00:09:58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
656318,49595,1702439,7,1362355799,2013-03-04 00:09:59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
323830,24505,1428538,8,1362356019,2013-03-04 00:13:39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33025,2919,1121931,7,1362356066,2013-03-04 00:14:26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
708870,53702,1219342,8,1362356246,2013-03-04 00:17:26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
528552,39677,81398,8,1362356255,2013-03-04 00:17:35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
458004,34234,1462041,7,1362356366,2013-03-04 00:19:26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
97798,7522,1702439,6,1362356707,2013-03-04 00:25:07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
466353,34941,375063,10,1362356832,2013-03-04 00:27:12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
73830,5696,1922777,5,1362356902,2013-03-04 00:28:22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
263080,19964,1055369,8,1362357134,2013-03-04 00:32:14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36797,3274,1790885,7,1362357213,2013-03-04 00:33:33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
79589,6172,59800,7,1362357254,2013-03-04 00:34:14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
295057,22338,97965,8,1362357342,2013-03-04 00:35:42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
565715,42392,1787988,8,1362357543,2013-03-04 00:39:03,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
487730,36477,1262416,1,1362357626,2013-03-04 00:40:26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
573681,43020,1219342,7,1362357639,2013-03-04 00:40:39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
512165,38484,1045658,8,1362357665,2013-03-04 00:41:05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
573684,43020,1311699,5,1362357674,2013-03-04 00:41:14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
321722,24359,1055369,8,1362357719,2013-03-04 00:41:59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
106635,8269,1981677,6,1362357729,2013-03-04 00:42:09,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
512164,38484,454876,8,1362357730,2013-03-04 00:42:10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
106627,8269,1781769,7,1362357809,2013-03-04 00:43:29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
570992,42836,338564,10,1362358052,2013-03-04 00:47:32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
200828,15321,1351685,7,1362358097,2013-03-04 00:48:17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
246385,18649,1632703,1,1362358118,2013-03-04 00:48:38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34394,3039,454876,9,1362358147,2013-03-04 00:49:07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
151467,11414,1231583,5,1362358285,2013-03-04 00:51:25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
151435,11414,112864,7,1362358599,2013-03-04 00:56:39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
519831,39073,1307068,7,1362358989,2013-03-04 01:03:09,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
455081,34054,2083383,6,1362359103,2013-03-04 01:05:03,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
623522,46902,1781769,8,1362359289,2013-03-04 01:08:09,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
326399,24702,2017561,7,1362359383,2013-03-04 01:09:43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
407711,30730,1912398,10,1362359408,2013-03-04 01:10:08,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3135,219,1217209,7,1362359526,2013-03-04 01:12:06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3147,219,1570728,7,1362359556,2013-03-04 01:12:36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
517339,38856,1024648,10,1362359779,2013-03-04 01:16:19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
74792,5785,2387433,6,1362359878,2013-03-04 01:17:58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
74786,5785,1456635,7,1362359943,2013-03-04 01:19:03,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
501950,37647,1462041,8,1362360008,2013-03-04 01:20:08,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
500908,37502,903624,8,1362360348,2013-03-04 01:25:48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
389907,29401,1560747,7,1362360357,2013-03-04 01:25:57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
529245,39716,56134,6,1362360786,2013-03-04 01:33:06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
201497,15357,2023587,7,1362360887,2013-03-04 01:34:47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
423581,31837,1540128,5,1362360989,2013-03-04 01:36:29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
553773,41680,37101,6,1362361007,2013-03-04 01:36:47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
194763,14910,2075373,7,1362361253,2013-03-04 01:40:53,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
172622,13287,1748122,10,1362361767,2013-03-04 01:49:27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
283181,21395,480255,8,1362361814,2013-03-04 01:50:14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
463910,34706,1790885,8,1362361994,2013-03-04 01:53:14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
195318,14933,1959332,7,1362362103,2013-03-04 01:55:03,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
603683,45362,1855199,7,1362362649,2013-03-04 02:04:09,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
603660,45362,1024648,8,1362362784,2013-03-04 02:06:24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
603677,45362,1648179,6,1362362847,2013-03-04 02:07:27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
603685,45362,1907668,7,1362362865,2013-03-04 02:07:45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
603676,45362,1615065,7,1362362903,2013-03-04 02:08:23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
603667,45362,1386703,6,1362362941,2013-03-04 02:09:01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69801,5400,1045658,8,1362363060,2013-03-04 02:11:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
389429,29381,1212450,8,1362363068,2013-03-04 02:11:08,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55626,4399,69289,8,1362363228,2013-03-04 02:13:48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
359111,27056,1226229,7,1362363235,2013-03-04 02:13:55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
389438,29381,1636826,10,1362363336,2013-03-04 02:15:36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
389436,29381,1499658,7,1362363348,2013-03-04 02:15:48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
605269,45529,2125435,8,1362363495,2013-03-04 02:18:15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
587018,43900,113649,10,1362363504,2013-03-04 02:18:24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
389425,29381,848228,10,1362363521,2013-03-04 02:18:41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
389445,29381,1931533,10,1362363542,2013-03-04 02:19:02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
564624,42293,1707386,7,1362363604,2013-03-04 02:20:04,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
451244,33837,1045658,8,1362364047,2013-03-04 02:27:27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
451236,33837,454876,8,1362364119,2013-03-04 02:28:39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
451243,33837,1024648,8,1362364157,2013-03-04 02:29:17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
451261,33837,1632547,6,1362364227,2013-03-04 02:30:27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
455065,34054,1659337,8,1362364575,2013-03-04 02:36:15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
593651,44493,119643,10,1362364629,2013-03-04 02:37:09,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
651497,49174,366551,8,1362364694,2013-03-04 02:38:14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
703432,53249,1305806,10,1362364718,2013-03-04 02:38:38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
441448,33006,1351685,8,1362364764,2013-03-04 02:39:24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
668485,50612,758774,7,1362364884,2013-03-04 02:41:24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
451004,33808,88944,9,1362365032,2013-03-04 02:43:52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
224219,16970,1606378,5,1362365423,2013-03-04 02:50:23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
162229,12362,32138,9,1362365527,2013-03-04 02:52:07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
519837,39073,1767382,5,1362365799,2013-03-04 02:56:39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5307,457,1625346,1,1362365903,2013-03-04 02:58:23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
295066,22338,970179,8,1362366271,2013-03-04 03:04:31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
417548,31423,89530,8,1362366442,2013-03-04 03:07:22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
544853,40848,53946,8,1362366464,2013-03-04 03:07:44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
615324,46283,1790885,8,1362366589,2013-03-04 03:09:49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
389874,29401,1234719,5,1362366614,2013-03-04 03:10:14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
246383,18649,1611990,6,1362366820,2013-03-04 03:13:40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
399219,30143,1990314,8,1362366840,2013-03-04 03:14:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
261693,19869,1428538,8,1362366842,2013-03-04 03:14:02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
344007,26145,119822,9,1362366857,2013-03-04 03:14:17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
261683,19869,489099,8,1362366948,2013-03-04 03:15:48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
582150,43524,975645,6,1362367127,2013-03-04 03:18:47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
330427,24945,1024648,8,1362367168,2013-03-04 03:19:28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
148874,11312,342150,7,1362367290,2013-03-04 03:21:30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
542437,40612,1389096,3,1362367397,2013-03-04 03:23:17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
542447,40612,1540128,6,1362367438,2013-03-04 03:23:58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
542432,40612,1258972,5,1362367480,2013-03-04 03:24:40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
542429,40612,1024648,8,1362367504,2013-03-04 03:25:04,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
371931,28043,1866249,10,1362367650,2013-03-04 03:27:30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
371929,28043,1560747,4,1362367671,2013-03-04 03:27:51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
174457,13399,1405365,5,1362367696,2013-03-04 03:28:16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
542436,40612,1374992,6,1362367756,2013-03-04 03:29:16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
131152,10052,1024648,8,1362367765,2013-03-04 03:29:25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
313366,23808,1659337,9,1362367787,2013-03-04 03:29:47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
274439,20670,1560747,8,1362367937,2013-03-04 03:32:17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64714,5055,2034139,5,1362368001,2013-03-04 03:33:21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31256,2797,1307068,9,1362368091,2013-03-04 03:34:51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
268404,20320,1270798,8,1362368258,2013-03-04 03:37:38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
654128,49402,1024648,10,1362368299,2013-03-04 03:38:19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
628499,47302,1397280,6,1362368356,2013-03-04 03:39:16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
628492,47302,936501,7,1362368392,2013-03-04 03:39:52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
283207,21395,1448755,8,1362368473,2013-03-04 03:41:13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
138186,10489,84787,7,1362368606,2013-03-04 03:43:26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
322759,24412,1862079,6,1362368688,2013-03-04 03:44:48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
178928,13757,1074638,9,1362368743,2013-03-04 03:45:43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
228595,17309,64603,8,1362368820,2013-03-04 03:47:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5358,461,454876,8,1362368886,2013-03-04 03:48:06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
72407,5563,1389096,3,1362369130,2013-03-04 03:52:10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44830,3760,1602620,8,1362369146,2013-03-04 03:52:26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
388642,29267,349683,7,1362369271,2013-03-04 03:54:31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
605237,45529,1862079,5,1362369401,2013-03-04 03:56:41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
434733,32541,1682180,4,1362369419,2013-03-04 03:56:59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
312321,23713,1371111,8,1362369444,2013-03-04 03:57:24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
232989,17684,454876,8,1362369743,2013-03-04 04:02:23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
288174,21762,448157,8,1362369776,2013-03-04 04:02:56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
512884,38510,301357,8,1362369837,2013-03-04 04:03:57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
395894,29849,1074638,8,1362370009,2013-03-04 04:06:49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57584,4593,1074638,7,1362370042,2013-03-04 04:07:22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57585,4593,1907668,8,1362370066,2013-03-04 04:07:46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
477190,35610,1276104,10,1362370067,2013-03-04 04:07:47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
536951,40216,1368491,8,1362370143,2013-03-04 04:09:03,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
194111,14885,454876,9,1362370241,2013-03-04 04:10:41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
204256,15597,1606378,6,1362370319,2013-03-04 04:11:59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
498279,37219,1855199,9,1362371084,2013-03-04 04:24:44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
454771,34049,1234719,7,1362371293,2013-03-04 04:28:13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
61639,4844,305224,6,1362371615,2013-03-04 04:33:35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
498955,37291,2053463,7,1362371665,2013-03-04 04:34:25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
539145,40414,985699,8,1362372062,2013-03-04 04:41:02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
68342,5336,1242460,7,1362372070,2013-03-04 04:41:10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
142160,10793,38109,8,1362372147,2013-03-04 04:42:27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
394719,29774,206634,9,1362372365,2013-03-04 04:46:05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
330431,24945,1343727,8,1362372618,2013-03-04 04:50:18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
537485,40260,1559547,3,1362372883,2013-03-04 04:54:43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
533257,39962,1074638,7,1362372974,2013-03-04 04:56:14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
172617,13287,976051,6,1362373215,2013-03-04 05:00:15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
77817,6046,93171,6,1362373238,2013-03-04 05:00:38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
172613,13287,120338,8,1362373309,2013-03-04 05:01:49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
626752,47178,1074638,7,1362373471,2013-03-04 05:04:31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36608,3248,2053463,8,1362373661,2013-03-04 05:07:41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
626720,47178,381061,7,1362373711,2013-03-04 05:08:31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
479028,35768,160862,8,1362373734,2013-03-04 05:08:54,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31239,2797,837562,7,1362374048,2013-03-04 05:14:08,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
154170,11658,975645,4,1362374286,2013-03-04 05:18:06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
478811,35741,1673434,5,1362374411,2013-03-04 05:20:11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
547374,41134,1792647,7,1362374532,2013-03-04 05:22:12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
387625,29130,2130321,8,1362374752,2013-03-04 05:25:52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
102371,7939,903624,7,1362374926,2013-03-04 05:28:46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
77713,6038,1571222,6,1362375834,2013-03-04 05:43:54,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
547373,41134,1568338,5,1362375895,2013-03-04 05:44:55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
