ID,Promotion,purchase,V1,V2,V3,V4,V5,V6,V7
33586,No,0,2,24.667799,0.2201612,2,3,2,1
33588,Yes,0,3,32.6480246,1.17251687,2,2,3,1
33590,No,0,0,27.7827089,-0.12615,2,2,4,1
33591,No,0,2,28.9176138,-1.2516612,1,2,3,2
33593,No,0,2,29.3063042,0.47989457,1,3,2,1
33594,Yes,0,1,34.4377848,0.99936129,2,2,2,2
33600,Yes,0,2,33.6050715,0.39331678,2,2,4,2
33601,No,0,2,35.2669817,0.13358341,1,2,2,1
33602,No,0,1,38.4626243,0.47989457,2,2,4,2
33603,Yes,0,0,28.7483218,0.91278351,2,2,2,2
33604,No,0,2,22.4238872,-0.90535,2,2,4,2
33608,Yes,0,1,37.3053757,0.82620572,2,3,4,2
33610,No,0,1,34.6412624,-0.6456167,1,2,2,2
33611,Yes,0,3,26.2012201,0.91278351,1,1,4,1
33612,No,0,2,32.4073989,0.39331678,2,1,4,1
33614,No,0,1,25.5915695,0.56647235,1,2,2,1
33615,No,0,0,25.0558569,0.56647235,2,2,1,2
33616,No,0,0,33.1927088,1.60540581,2,3,1,2
33617,No,0,1,26.2591507,-1.1650834,1,2,2,2
33618,No,0,3,40.3185151,-1.4248168,1,2,4,2
33619,No,0,2,26.1589271,1.17251687,2,1,3,2
33620,No,0,1,23.5533401,-1.2516612,2,3,2,2
33621,No,0,0,32.4228782,1.25909466,2,1,1,2
33622,Yes,0,1,33.3066334,-0.4724611,1,2,4,2
33626,No,0,1,30.4311446,0.91278351,1,2,2,2
33627,Yes,0,1,29.463953,-0.5590389,1,2,1,2
33628,Yes,0,2,25.4812408,-1.0785056,2,3,1,2
33630,Yes,0,1,24.4987358,1.34567245,2,3,3,1
33631,Yes,0,1,30.4325013,-0.2127277,2,2,1,2
33633,No,0,1,25.2938686,-1.5113946,1,2,4,2
33634,No,0,1,26.6666717,-1.0785056,2,2,1,2
33636,No,0,2,38.523415,1.43225023,2,3,1,2
33637,Yes,0,1,30.6373356,-0.12615,2,3,2,1
33638,Yes,0,2,40.3139074,-1.338239,2,2,2,2
33639,No,0,1,29.2363413,-0.7321945,2,1,4,2
33640,Yes,0,2,26.7011235,1.34567245,2,3,3,1
33641,Yes,0,2,30.6690144,-0.9919278,2,3,1,2
33643,No,0,3,31.467236,0.13358341,1,1,4,1
33644,No,0,3,38.6155433,-0.0395722,2,1,2,1
33645,Yes,0,3,18.0360257,0.65305014,1,4,2,2
33646,No,0,2,23.5458403,0.91278351,2,2,3,2
33648,No,0,1,24.9234833,1.43225023,2,2,3,2
33649,Yes,0,2,29.2101203,1.34567245,2,1,1,1
33650,Yes,0,3,24.9019591,-0.5590389,2,3,1,1
33651,No,0,1,27.0648605,-1.1650834,1,1,4,2
33652,No,0,1,32.3855347,-0.3858833,2,2,4,2
33653,Yes,0,1,32.199937,0.30673899,2,3,3,1
33654,Yes,0,3,33.1269883,1.60540581,1,3,2,2
33655,No,0,1,32.243689,-0.3858833,2,3,1,1
33659,Yes,0,1,24.2700629,-1.5113946,2,1,1,2
33660,Yes,0,2,34.3200963,-0.12615,2,3,1,2
33661,Yes,0,2,26.5408078,-0.9919278,2,3,2,2
33663,No,0,1,25.2767438,-0.9919278,2,3,2,1
33664,Yes,0,1,30.9591215,-1.4248168,1,2,4,2
33665,Yes,0,1,34.5367274,1.25909466,1,1,3,1
33666,Yes,0,2,35.3303769,0.47989457,1,2,1,2
33667,Yes,0,1,30.6594166,0.91278351,2,3,1,2
33668,Yes,0,1,31.0866809,0.82620572,2,2,2,1
33669,Yes,0,2,34.1984193,-0.90535,1,2,4,2
33672,Yes,0,1,27.1351761,1.60540581,2,3,2,2
33676,No,0,1,30.0777805,0.04700562,2,2,4,2
33678,No,0,1,32.1312016,-0.3858833,2,3,2,2
33679,Yes,0,2,23.6572429,-1.5113946,2,2,3,2
33680,No,0,1,39.1316089,1.34567245,1,2,3,2
33681,Yes,0,3,21.2839862,-0.6456167,1,2,3,2
33682,No,0,1,42.2700774,1.08593908,2,2,1,2
33684,Yes,0,2,23.9339224,-1.5113946,2,3,4,2
33685,No,0,2,27.9258,-1.5113946,1,3,3,2
33686,No,0,1,35.2180312,0.47989457,1,3,1,2
33687,No,0,2,31.7062224,0.2201612,1,1,3,2
33688,No,0,3,18.8534886,-0.0395722,2,1,1,2
33690,No,0,1,30.6916344,-0.4724611,1,3,1,2
33692,No,0,2,36.2050395,1.08593908,2,1,3,2
33693,Yes,0,2,18.7716725,-0.8187723,2,3,2,1
33694,No,0,1,24.106736,1.60540581,1,2,4,1
33695,Yes,0,1,29.1203039,0.2201612,2,1,1,1
33696,Yes,0,3,32.2367697,-0.4724611,2,3,1,1
33700,No,0,2,22.6619718,-1.5979723,2,1,1,1
33701,Yes,0,2,30.1016972,0.2201612,2,4,3,2
33703,Yes,0,0,33.0431553,0.99936129,1,3,3,1
33704,No,0,2,33.7550279,-0.7321945,2,2,3,2
33705,Yes,0,1,24.4898385,0.91278351,2,1,1,1
33706,No,0,2,32.7499794,-0.7321945,1,1,1,2
33710,No,0,2,30.7786203,0.56647235,2,3,3,2
33713,No,0,2,31.602337,1.17251687,1,1,2,1
33717,No,0,2,28.4468586,1.43225023,1,3,2,2
33718,No,0,3,26.1723661,0.73962793,1,1,1,1
33719,Yes,0,2,32.0623469,-0.90535,2,3,3,2
33720,Yes,0,2,33.7503616,0.13358341,2,1,2,1
33721,No,0,1,33.8975039,-0.2127277,2,3,2,1
33722,No,0,2,27.0170249,1.51882802,2,4,1,2
33723,No,0,1,39.2429802,-0.3858833,1,2,4,2
33724,No,0,1,37.5616868,0.56647235,1,2,1,2
33725,Yes,0,1,32.4965542,-0.7321945,1,2,3,2
33726,No,0,2,27.6791778,-0.4724611,1,1,3,2
33727,No,0,0,28.0214066,-1.2516612,1,2,1,2
33728,No,0,2,27.7417668,-1.5979723,1,3,3,2
33729,Yes,0,2,28.8399947,-0.8187723,1,2,1,2
33731,No,0,2,19.7833429,0.39331678,2,3,3,2
33732,Yes,0,2,35.1034117,-0.5590389,2,2,4,2
33733,No,0,1,32.9711941,-1.2516612,2,2,4,1
33734,Yes,0,1,42.1022892,0.04700562,2,3,1,1
33735,Yes,0,1,24.0028939,-1.5113946,2,2,3,1
33736,Yes,0,1,18.795415,-0.2127277,1,3,1,2
33737,Yes,0,1,38.7416073,-0.4724611,1,2,2,2
33738,No,0,2,25.197358,0.39331678,2,3,3,2
33739,No,0,0,31.977014,-0.12615,1,3,3,2
33741,Yes,0,1,26.3470391,-0.0395722,2,1,2,2
33744,No,0,1,13.8869494,-1.1650834,2,2,1,1
33745,No,0,1,30.0918547,-0.4724611,2,3,3,2
33746,Yes,0,1,39.0368012,0.13358341,2,3,4,2
33749,No,0,2,25.7139218,0.91278351,2,3,2,2
33751,No,0,2,28.0975585,-0.4724611,2,3,4,1
33752,Yes,0,0,39.1789039,-0.3858833,1,2,3,2
33753,Yes,0,3,30.3440657,-0.2127277,2,4,1,1
33754,No,0,3,32.6441968,-1.6845501,2,2,2,2
33755,Yes,1,2,32.997973,1.17251687,2,3,3,1
33756,No,0,2,37.0974568,-0.7321945,1,1,1,2
33757,Yes,0,2,26.0985487,0.39331678,1,1,2,1
33758,No,0,1,24.3662333,-0.12615,2,3,3,2
33759,No,0,0,26.1833043,0.56647235,2,3,4,2
33760,Yes,1,1,29.0306722,1.6919836,2,2,3,1
33761,Yes,0,1,29.0980062,0.39331678,2,3,4,2
33763,Yes,0,1,25.5609364,-0.9919278,2,2,1,2
33764,Yes,0,0,37.4966931,1.43225023,2,3,4,1
33765,No,0,1,30.7791562,-0.4724611,1,3,3,2
33767,Yes,0,1,29.1014295,-1.4248168,1,3,4,2
33768,Yes,0,1,29.935294,1.17251687,1,3,2,2
33769,No,0,0,25.1218703,1.25909466,2,3,1,2
33770,Yes,0,2,29.4759419,1.60540581,2,3,3,2
33772,No,0,1,16.1066639,1.43225023,2,2,3,2
33773,No,0,0,19.9193471,0.82620572,2,3,2,2
33774,Yes,0,1,22.2982557,1.34567245,1,2,2,2
33775,Yes,0,3,30.7233276,-1.6845501,2,4,2,2
33776,Yes,0,3,35.799975,0.91278351,2,2,2,1
33777,No,0,0,27.9783307,0.04700562,2,3,1,2
33778,No,0,1,31.1822689,-0.2993055,2,3,1,1
33779,No,0,1,36.0261486,0.30673899,2,1,1,2
33780,No,0,2,27.7508834,0.47989457,1,2,4,2
33781,Yes,0,2,25.9982446,-1.2516612,2,2,3,2
33783,Yes,0,2,34.4644455,-0.4724611,2,2,2,2
33785,No,0,2,42.037691,-0.90535,2,2,4,1
33786,No,0,2,36.3033573,0.39331678,1,2,2,2
33788,Yes,0,2,26.373721,0.30673899,2,3,4,2
33789,No,0,0,28.9123287,1.60540581,2,2,1,2
33792,Yes,0,2,31.7023399,-1.2516612,1,1,2,2
33793,No,0,2,31.9347715,0.2201612,1,3,4,2
33794,Yes,0,1,31.9539923,1.08593908,2,1,1,2
33797,No,0,1,34.0151343,1.08593908,2,2,2,2
33798,No,0,1,26.3394161,-0.3858833,2,3,3,2
33800,Yes,0,3,28.3221735,-1.338239,2,1,1,1
33803,No,0,2,36.8367336,-0.3858833,1,2,1,2
33804,No,0,3,28.3246098,-0.6456167,2,3,2,2
33805,No,0,3,32.0560867,1.08593908,2,2,4,1
33806,No,0,2,25.5896751,-0.2993055,1,2,3,2
33807,No,0,2,26.2631665,0.2201612,1,3,4,2
33808,No,0,2,27.8646765,0.04700562,2,2,2,1
33810,No,0,2,28.4199229,0.47989457,2,1,4,2
33812,Yes,0,2,30.7114409,-0.7321945,2,1,1,2
33813,No,0,2,26.9606269,-0.6456167,2,2,1,2
33814,Yes,0,2,32.5927287,-0.12615,2,1,2,2
33815,No,0,2,30.4310439,-1.4248168,1,3,2,2
33816,Yes,0,2,31.9607912,0.56647235,1,2,2,2
33817,No,0,1,30.432916,-1.5979723,2,1,2,2
33818,No,0,2,31.0448795,-0.4724611,2,2,1,1
33821,No,0,0,27.5665247,0.65305014,2,2,2,2
33823,No,0,3,28.618908,-0.90535,1,3,1,1
33824,Yes,0,1,23.9753986,-1.0785056,2,1,4,2
33826,Yes,0,1,30.7736548,0.65305014,1,3,3,1
33827,No,0,2,14.3407693,1.6919836,2,4,4,2
33828,Yes,0,1,34.5321013,-0.9919278,1,2,3,1
33829,No,0,1,20.6492449,-0.8187723,1,2,3,2
33830,No,0,1,33.1710295,1.34567245,2,2,2,1
33832,No,0,3,22.189839,-0.7321945,1,2,4,2
33833,Yes,0,1,32.8490397,0.99936129,1,1,2,2
33834,Yes,0,2,36.3860454,-0.6456167,1,3,3,2
33835,No,0,0,27.301143,0.91278351,1,2,3,2
33837,No,0,3,29.5956195,0.73962793,2,2,4,2
33838,No,0,2,29.0598131,0.99936129,1,3,3,2
33839,Yes,0,2,32.8725933,-0.5590389,2,3,1,2
33841,No,0,2,34.4181531,0.04700562,2,2,3,1
33842,Yes,0,1,28.9697599,0.04700562,2,3,1,2
33843,Yes,0,1,24.5708058,0.39331678,2,2,4,2
33845,Yes,0,1,22.8582171,-1.5113946,2,1,1,1
33847,No,0,2,39.986989,0.73962793,2,3,3,1
33848,Yes,0,0,27.099078,-1.1650834,2,2,2,2
33849,No,0,1,34.4201973,-0.0395722,1,3,4,1
33850,No,0,1,40.4348076,1.6919836,2,3,4,2
33851,Yes,0,3,26.3172761,0.56647235,1,2,2,2
33853,No,0,1,31.6230903,-0.3858833,2,1,2,2
33854,Yes,0,1,25.2259344,0.47989457,2,1,4,2
33855,Yes,0,1,31.3343263,-0.7321945,2,3,2,2
33857,No,0,2,28.6949385,-0.6456167,2,2,2,2
33858,Yes,0,2,31.8514422,-1.0785056,2,3,1,2
33859,No,0,0,31.6003581,-0.12615,2,1,1,1
33861,No,0,1,26.4175551,-0.2993055,1,1,3,1
33863,No,0,1,31.2378699,-0.3858833,1,1,4,1
33867,Yes,0,3,27.0990851,1.17251687,1,2,1,2
33868,Yes,0,1,42.868635,1.51882802,2,3,4,2
33872,Yes,0,2,34.6429974,-1.6845501,1,3,4,1
33873,No,0,1,27.5309081,-1.6845501,1,3,2,1
33874,Yes,0,1,28.6872202,-0.5590389,1,2,3,1
33875,Yes,0,1,27.6527134,-0.3858833,1,4,1,1
33876,No,0,1,32.9372522,-0.0395722,2,3,3,2
33879,No,0,2,30.5331309,0.82620572,2,2,1,2
33882,No,0,2,30.142265,0.82620572,2,3,2,1
33883,No,0,2,29.206829,0.13358341,1,2,2,2
33884,No,0,1,36.3691994,-1.5979723,2,3,4,2
33885,No,0,1,32.030476,-0.4724611,1,4,1,1
33886,Yes,0,1,41.8932082,-1.5979723,1,2,4,1
33888,No,0,1,25.6115547,1.17251687,1,3,1,2
33889,Yes,0,0,31.4286122,0.99936129,2,3,3,2
33890,Yes,0,1,27.2331791,-1.5979723,1,3,3,1
33891,Yes,0,0,36.7098997,-0.90535,2,2,1,1
33892,Yes,0,1,27.8618479,0.99936129,2,3,1,2
33893,No,0,2,28.8680037,1.08593908,2,2,1,1
33894,Yes,0,3,26.6533572,-0.2127277,1,1,3,1
33897,No,0,2,30.6964314,0.30673899,1,2,2,2
33901,No,0,3,32.3696786,0.04700562,2,1,1,2
33902,No,0,1,31.7412587,-0.2127277,2,2,3,2
33903,No,0,2,27.4607909,-0.90535,2,3,1,1
33904,No,0,2,30.3369499,-0.9919278,2,2,3,2
33905,Yes,0,3,36.2272551,1.08593908,2,3,2,1
33906,No,0,0,29.4749473,0.04700562,2,3,4,2
33907,Yes,0,3,29.8004404,0.2201612,2,1,3,2
33908,No,0,1,29.9141025,0.82620572,2,3,2,1
33909,Yes,0,1,22.1694512,0.56647235,2,3,3,2
33910,Yes,0,1,23.6395778,0.04700562,2,2,3,1
33913,No,0,1,30.9405165,1.17251687,2,4,4,1
33914,No,0,1,32.5672997,0.04700562,2,3,1,1
33915,Yes,0,2,23.5881593,-0.6456167,1,1,1,2
33916,Yes,0,3,28.2414161,-0.90535,2,1,2,1
33919,No,0,1,26.7515924,0.47989457,2,2,1,1
33920,Yes,0,2,32.4073139,-0.0395722,1,4,4,2
33923,No,0,3,28.592341,-1.0785056,2,3,3,2
33926,Yes,0,0,40.0748172,1.6919836,2,3,2,1
33928,No,0,1,24.4742483,0.04700562,2,3,3,2
33931,Yes,0,2,38.6922957,0.13358341,1,1,4,2
33932,No,0,0,31.9755234,1.43225023,1,2,2,2
33933,No,0,3,16.4414553,-0.6456167,2,3,1,1
33935,Yes,0,1,28.7354135,0.30673899,2,2,1,2
33939,Yes,0,1,22.0879891,1.08593908,2,3,2,2
33940,No,0,3,29.9587319,-0.9919278,1,3,3,2
33942,No,0,1,25.0905427,0.56647235,2,3,2,1
33943,Yes,0,2,30.762328,-1.338239,2,3,4,1
33944,Yes,0,1,30.094129,-0.3858833,2,3,4,1
33947,Yes,0,1,32.7364469,-1.6845501,2,3,3,2
33948,No,0,2,24.1474219,-0.7321945,2,2,2,2
33949,No,0,2,32.8026679,0.82620572,2,4,3,2
33951,Yes,0,0,27.2014676,0.99936129,1,2,3,2
33953,Yes,0,3,26.3166048,-1.338239,1,2,1,2
33955,No,0,2,34.0407171,0.91278351,2,3,3,2
33956,Yes,0,1,30.5451853,1.25909466,2,1,3,2
33958,No,0,2,26.3059079,-0.12615,2,1,4,2
33959,Yes,0,3,28.2596188,0.30673899,2,4,4,2
33960,No,0,1,22.0130965,-1.4248168,1,2,1,1
33961,Yes,0,1,40.0631653,-0.5590389,1,2,2,2
33962,No,0,2,27.7207896,-1.0785056,2,2,2,2
33963,No,0,1,32.305139,-0.0395722,2,1,3,2
33965,No,0,1,26.8955566,1.60540581,1,1,4,1
33967,No,0,3,23.885847,-0.2993055,1,2,2,2
33968,No,0,2,30.7432514,-1.4248168,2,3,3,2
33969,No,0,1,31.2606521,1.6919836,1,1,4,1
33970,No,0,1,33.402697,0.13358341,2,1,3,2
33972,No,0,1,29.3622016,0.47989457,2,2,3,2
33973,Yes,0,1,30.0410196,0.39331678,1,3,3,1
33975,Yes,0,1,35.9403961,0.56647235,2,3,1,2
33976,Yes,0,2,27.04734,-1.1650834,1,2,2,2
33980,No,0,0,23.9800154,-1.1650834,2,2,4,2
33981,Yes,0,2,29.4063762,1.43225023,2,1,2,1
33982,No,0,2,33.4480369,-1.0785056,2,3,3,2
33986,No,0,3,28.6121415,1.60540581,2,1,2,1
33987,No,0,1,31.4972759,0.56647235,2,3,2,2
33988,No,0,3,28.7696556,1.25909466,1,3,4,2
33989,No,0,2,34.3823577,-1.2516612,2,1,3,1
33990,Yes,0,1,26.8273381,-1.338239,1,1,1,2
33991,No,0,1,25.8457042,-0.7321945,1,1,1,2
33993,No,0,2,20.1359953,-0.8187723,2,3,4,2
33994,Yes,0,2,26.2354245,0.04700562,2,2,1,1
33995,No,0,3,30.6805328,0.73962793,2,2,3,2
33996,No,0,3,29.3256945,0.82620572,2,3,2,2
33999,No,0,0,37.4994219,0.91278351,2,1,3,1
34000,No,0,2,30.0256135,-1.2516612,2,1,3,1
34002,No,0,2,19.5971201,0.47989457,2,2,4,2
34004,Yes,0,2,29.9087873,-1.6845501,2,3,4,1
34005,No,0,3,33.5233924,-1.1650834,1,2,1,2
34006,No,0,2,27.9312183,-0.2993055,2,3,2,2
34009,Yes,0,2,23.7470097,0.39331678,2,2,3,2
34011,Yes,0,2,27.3592716,0.91278351,2,2,1,2
34014,Yes,0,3,34.2878338,0.30673899,1,2,4,2
34016,No,0,2,31.1660848,0.73962793,1,2,1,2
34018,No,0,2,24.8064223,0.13358341,2,3,4,2
34019,No,0,2,24.5331623,-0.90535,2,2,3,1
34020,Yes,0,1,43.5931515,-0.6456167,2,3,3,2
34022,No,0,1,37.0737474,-1.6845501,2,2,1,1
34023,No,0,1,34.7878174,0.99936129,2,1,1,2
34024,No,0,1,28.6945886,-0.12615,1,2,2,1
34025,No,0,1,30.8132814,1.25909466,2,1,2,2
34027,Yes,1,2,26.0524824,-1.5113946,2,3,1,1
34028,No,0,1,27.820109,0.91278351,1,2,3,2
34030,Yes,0,1,30.9294136,0.99936129,2,2,2,2
34031,No,0,3,46.1653565,-0.3858833,2,4,4,1
34032,No,0,1,24.8605664,-0.2127277,2,3,4,2
34034,No,0,2,30.5081551,0.04700562,1,1,4,2
34036,Yes,0,2,26.7284263,-1.338239,2,2,4,2
34041,No,0,1,34.6980009,-0.2993055,2,2,2,2
34042,No,0,1,35.250732,0.30673899,2,3,2,2
34044,Yes,0,1,35.4934364,-1.6845501,2,2,3,2
34045,Yes,0,2,32.2044868,1.25909466,1,2,1,2
34046,Yes,0,2,25.6696944,1.34567245,1,3,3,1
34047,Yes,0,2,30.1369985,0.56647235,1,2,1,2
34050,No,0,2,30.5023971,-1.2516612,2,4,2,1
34051,No,0,0,26.7685517,0.65305014,2,1,2,2
34053,No,0,2,37.2139002,1.34567245,1,2,2,2
34054,No,0,1,33.2159857,-1.0785056,2,3,2,2
34055,No,0,2,28.6050298,-1.0785056,2,3,3,2
34056,Yes,0,1,30.0754703,-0.6456167,1,3,4,2
34057,No,0,3,26.6769544,-1.2516612,2,1,2,2
34059,Yes,0,3,32.3236359,1.34567245,1,2,1,1
34060,Yes,0,1,32.4209302,1.08593908,2,2,1,2
34063,Yes,0,2,19.238653,1.51882802,2,3,1,1
34065,No,0,0,31.7670704,-0.4724611,2,4,3,2
34066,Yes,0,3,28.3511795,0.99936129,2,3,4,2
34067,No,0,1,40.604473,0.91278351,2,3,3,2
34069,Yes,0,1,27.5174311,0.91278351,2,2,2,2
34076,Yes,0,0,24.0449573,-1.5113946,2,3,4,2
34077,Yes,0,1,35.0852992,-0.90535,2,2,4,1
34078,Yes,0,1,25.3053597,-0.90535,1,1,4,1
34079,Yes,0,0,26.629572,-1.338239,2,2,3,1
34080,No,0,2,30.5967154,1.60540581,2,3,2,2
34081,No,0,0,23.751518,0.30673899,1,3,3,1
34082,No,1,1,31.1810622,-1.2516612,2,2,4,2
34083,No,0,1,35.8682954,-0.90535,2,3,4,1
34084,No,0,1,24.6867554,0.99936129,2,3,1,2
34085,No,0,2,25.7054159,-0.90535,1,3,2,1
34086,No,0,2,25.1957441,-0.12615,1,3,3,1
34087,Yes,0,2,26.368781,-0.0395722,2,2,4,2
34088,Yes,0,1,29.673193,0.65305014,1,2,2,2
34089,No,0,1,26.9520152,0.30673899,1,2,2,2
34090,Yes,0,2,30.3045992,1.08593908,2,1,2,2
34093,Yes,0,1,26.6762617,-1.6845501,2,2,1,2
34095,Yes,0,2,37.7525848,1.08593908,2,3,4,2
34097,No,0,3,23.9170435,1.08593908,2,1,2,2
34098,Yes,0,2,19.8857659,1.34567245,2,3,3,1
34099,No,0,1,26.5483742,-0.2127277,2,4,3,2
34100,Yes,0,1,26.5245494,0.65305014,2,3,2,2
34101,Yes,0,0,34.9291997,-1.1650834,2,1,3,2
34103,Yes,0,2,37.5836487,-0.2127277,2,2,3,1
34104,No,0,2,22.2055609,-0.4724611,2,3,3,2
34105,No,0,1,24.6389988,-0.90535,2,2,1,2
34107,No,0,1,29.0393817,-0.2993055,2,3,3,2
34108,Yes,0,2,27.514425,1.6919836,1,3,2,2
34109,No,0,3,36.3302284,1.25909466,1,3,1,2
34110,Yes,0,2,29.5421004,-1.338239,2,1,1,2
34111,Yes,0,2,26.0404384,-1.4248168,2,4,4,2
34112,Yes,0,1,29.3835704,-0.3858833,2,3,2,2
34113,Yes,0,3,26.9235787,-1.338239,1,2,2,2
34114,No,0,3,31.6680874,0.47989457,1,3,3,2
34115,Yes,0,2,31.609339,-1.338239,2,3,4,2
34116,No,0,1,30.4302569,0.2201612,1,3,3,1
34117,No,0,0,27.5799518,-0.3858833,2,2,3,1
34118,Yes,0,2,32.8923105,0.30673899,1,1,3,2
34119,Yes,0,2,27.5916899,1.25909466,1,1,1,2
34120,Yes,0,2,25.7597213,-1.4248168,2,3,2,2
34121,No,0,3,38.1206124,1.08593908,2,1,3,2
34122,No,0,2,30.4312939,-1.5113946,2,1,3,2
34123,No,0,1,28.6568322,-1.1650834,1,3,3,2
34125,No,0,1,31.2300014,-0.12615,1,3,4,2
34126,No,0,1,43.27747,1.43225023,1,2,4,1
34127,No,0,2,23.4083251,0.04700562,2,3,3,1
34128,Yes,0,2,30.8326646,0.65305014,1,3,3,2
34132,Yes,0,2,34.7088105,0.99936129,2,3,1,2
34133,Yes,0,2,27.8929391,1.6919836,1,3,3,2
34135,No,0,3,34.9279635,0.04700562,2,2,4,1
34136,Yes,0,1,44.8478343,-1.5979723,1,3,3,2
34138,No,0,0,25.593531,-1.5979723,2,3,4,1
34139,Yes,0,1,31.3865715,0.04700562,1,4,2,1
34140,No,0,2,22.3406814,-0.2993055,1,3,2,2
34141,No,0,2,31.3658706,1.51882802,2,3,3,2
34144,No,0,0,29.7026554,-1.0785056,2,1,1,1
34146,Yes,0,1,23.9317096,1.08593908,2,3,3,2
34147,Yes,0,3,28.5742872,-0.2993055,2,2,4,2
34148,No,0,1,26.2162062,1.34567245,1,2,1,2
34149,Yes,0,2,37.5374546,-1.338239,1,2,4,2
34151,Yes,0,3,20.3667069,1.34567245,2,2,2,2
34152,Yes,0,1,21.8449585,-0.12615,1,1,4,2
34153,No,0,1,34.6246794,-1.5979723,2,1,4,2
34154,No,0,2,17.063132,0.47989457,2,2,2,2
34155,No,0,2,31.9330837,0.39331678,1,3,2,2
34156,No,0,2,28.4234072,-1.2516612,1,3,4,1
34160,No,0,2,29.8463919,1.6919836,2,1,1,1
34162,No,0,3,26.1276741,-0.12615,2,4,2,2
34163,Yes,0,1,31.883844,1.6919836,2,3,4,1
34165,Yes,0,1,24.1537729,-0.2993055,1,3,1,2
34167,No,0,1,26.3923595,-0.9919278,1,2,1,1
34169,Yes,0,2,32.8385186,0.73962793,2,2,4,2
34170,Yes,0,1,26.549677,0.39331678,2,2,1,2
34171,Yes,0,2,26.0607782,-0.2993055,2,1,3,1
34172,No,0,1,32.2991132,-0.12615,2,3,2,2
34173,Yes,0,3,23.3552314,0.13358341,2,2,2,1
34174,Yes,0,3,33.3892099,-1.338239,1,4,4,1
34175,No,0,2,33.3528349,-0.5590389,2,3,2,1
34176,No,0,2,33.4324399,-1.2516612,2,1,3,2
34177,No,0,1,30.9992385,0.47989457,2,3,3,1
34181,No,0,2,32.105613,0.30673899,1,2,3,1
34182,Yes,0,3,25.5885759,0.39331678,2,1,4,2
34183,Yes,0,3,32.4274797,-0.0395722,1,1,1,2
34185,No,0,2,30.9158636,1.51882802,2,2,4,2
34186,Yes,0,1,22.6133071,1.43225023,1,3,2,2
34187,No,0,0,35.485098,-0.2127277,2,3,4,1
34188,Yes,0,1,32.0047731,0.73962793,2,4,2,2
34189,No,0,2,36.6899725,-0.5590389,2,2,3,2
34190,Yes,0,1,35.4412085,-0.0395722,1,3,1,2
34191,Yes,0,1,27.3324774,1.60540581,2,3,2,2
34192,Yes,0,3,25.8784152,-0.7321945,2,2,2,1
34195,Yes,0,1,37.1369764,0.30673899,2,2,1,1
34196,No,0,3,27.0578768,0.65305014,1,1,3,1
34197,No,0,2,31.4964161,0.73962793,2,1,2,2
34198,No,0,3,23.6599641,0.56647235,2,3,3,2
34199,No,0,0,25.5532178,0.91278351,1,2,2,2
34202,No,0,1,16.4279048,-0.8187723,2,3,3,1
34204,Yes,0,1,31.0272741,1.6919836,1,4,1,2
34206,No,0,1,33.0127772,-1.1650834,1,4,3,2
34207,No,0,1,38.7930317,0.2201612,1,3,1,2
34208,Yes,0,0,32.0238655,1.60540581,2,3,2,2
34209,No,0,2,34.8266804,-1.5113946,1,3,3,1
34211,Yes,0,1,31.2109074,0.04700562,1,3,4,1
34212,Yes,0,2,31.0121783,1.34567245,2,2,2,1
34214,No,0,2,29.1083499,-1.4248168,2,3,2,2
34215,Yes,0,3,33.0946006,-1.1650834,2,1,3,2
34217,No,0,1,29.6640815,0.39331678,2,1,3,2
34218,Yes,0,1,24.0075537,-0.5590389,2,3,1,1
34219,No,0,2,33.9963918,-0.2993055,2,3,1,2
34222,No,0,0,35.3602081,0.13358341,1,2,4,2
34225,Yes,0,1,31.2254525,-0.0395722,2,2,1,2
34226,Yes,0,1,33.3534768,1.43225023,2,1,4,1
34230,No,0,2,18.5978954,0.65305014,2,2,3,2
34233,Yes,0,3,25.289786,0.13358341,2,2,1,2
34234,Yes,0,2,26.2135254,0.73962793,1,3,4,2
34235,No,0,2,35.9794883,-0.9919278,2,3,1,2
34236,Yes,0,1,34.7679257,0.73962793,1,3,3,1
34237,No,0,3,34.3941913,-0.9919278,2,3,4,1
34238,Yes,0,2,34.6657733,1.17251687,2,2,2,2
34239,No,0,2,22.1311771,-0.2993055,2,3,2,2
34241,Yes,0,2,28.0016564,0.30673899,2,3,3,1
34242,No,0,1,21.1377403,0.99936129,2,2,2,2
34243,Yes,0,2,34.7123095,-0.90535,2,2,1,2
34244,Yes,0,1,32.939703,0.2201612,1,3,3,1
34246,Yes,0,3,33.8972701,-1.4248168,1,3,3,2
34247,No,0,1,30.4372509,-1.6845501,2,2,4,2
34248,No,0,3,32.7183871,-0.90535,2,2,1,2
34251,No,0,2,15.7192522,0.47989457,2,3,3,2
34252,No,0,1,32.8375117,-0.2993055,2,2,1,1
34253,No,0,1,24.744596,1.43225023,1,3,4,1
34254,No,0,1,15.6507497,-0.7321945,1,1,3,2
34255,No,0,3,27.9474695,-1.0785056,1,3,4,2
34257,No,0,3,29.2163681,1.51882802,2,3,2,2
34258,No,0,3,28.6075416,1.6919836,2,3,3,2
34259,No,0,3,23.2024204,-1.5979723,2,3,2,2
34260,No,0,2,33.4975796,-1.6845501,2,3,1,2
34263,Yes,0,1,27.5411775,0.47989457,1,1,3,2
34264,No,0,0,25.1423615,0.47989457,2,2,1,2
