condition,time
1,1011
1,1627
0,1777
0,5844
1,1110
0,636
0,1422
1,1379
0,1704
0,4481
1,6987
0,116
0,2917
1,3752
0,2045
0,1258
1,1747
0,1059
0,4888
0,1641
0,3680
0,2268
1,1424
1,3751
0,3574
1,341
1,1435
1,4171
0,1163
0,4513
1,1747
0,4016
0,4522
0,1116
0,5698
0,5679
1,1747
0,971
0,4500
1,450
0,1733
0,2411
1,651
0,1976
1,798
0,3509
1,1954
1,5617
1,1657
1,2205
0,2502
1,1772
1,1119
0,4129
1,2519
0,6414
0,1882
0,1947
1,1873
0,409
0,373
1,5180
0,4989
0,2263
0,5357
0,1818
1,7719
0,2659
1,768
1,1897
0,215
1,1660
1,1068
0,1206
1,1599
1,3605
0,963
1,2334
0,162
1,4589
0,554
1,1930
0,4062
0,7948
1,2051
1,709
0,3128
1,1196
0,1127
0,599
1,1763
1,3637
1,3622
1,757
1,3148
0,5745
0,3287
0,4333
1,566
0,5735
1,4801
0,594
0,4462
0,621
0,2509
1,1306
0,777
1,1038
1,2804
0,3338
0,7169
0,1230
0,604
0,354
0,3653
1,3236
1,4113
1,1993
1,404
1,3738
0,1603
0,1647
1,2492
1,806
1,2414
1,1034
1,2015
1,964
1,2822
0,1448
1,1683
0,1470
0,282
1,1993
1,653
1,999
0,1090
0,146
1,1261
0,4584
0,5834
0,1641
1,2806
0,2891
1,1983
0,9055
0,536
0,1750
1,260
0,3035
1,2232
0,526
0,1263
1,1263
1,2549
1,3463
1,7148
0,1562
1,2919
0,3913
1,825
1,2468
0,3418
0,1374
1,1853
1,5490
0,2701
1,1771
1,332
0,3285
1,2195
1,3271
0,5358
0,1103
0,2732
0,1122
0,821
0,2670
1,4502
1,786
1,1668
1,1564
1,357
1,1226
0,1141
1,2200
0,6666
0,9092
1,5977
0,1295
1,1428
1,1640
0,1128
0,9046
0,1250
0,3848
0,2164
0,2950
0,1415
0,610
0,1901
0,3575
1,1372
1,1371
1,141
0,2489
0,1721
1,5934
0,7806
0,7351
0,1083
1,2268
0,2859
1,1477
1,2840
0,3575
1,4401
1,1499
1,1221
1,959
1,1470
1,521
0,2422
1,485
0,1336
0,4435
0,9490
1,2565
0,4518
1,1801
0,1428
1,6758
0,1367
1,766
1,3192
0,1904
1,1556
0,1091
0,969
1,9180
0,1410
1,2262
1,4701
0,3868
1,8152
1,1127
1,5304
1,1330
0,4737
0,5941
1,1557
0,2680
1,1989
1,236
0,1806
0,1383
0,712
0,2905
0,1869
0,1545
0,924
1,646
0,6740
1,2333
1,5839
1,1827
0,1760
1,2467
1,4823
0,682
0,3080
0,1053
0,4021
0,1770
0,2701
1,3595
0,2338
1,1616
1,807
1,547
1,6285
0,5580
0,857
1,1585
1,902
1,1683
0,4081
0,1726
1,7896
0,3031
1,407
0,1824
1,4788
0,4432
0,2543
0,2732
1,399
1,4552
0,897
0,8804
1,6048
0,1251
0,2650
0,2114
0,1922
1,2053
1,3586
1,3997
0,5955
1,4920
0,2825
1,2704
0,1488
0,2910
1,2454
0,1488
1,271
1,7422
0,1493
1,6743
0,3651
0,1474
0,3015
1,1698
0,1981
0,1877
0,2477
1,419
1,718
0,6328
1,3566
1,694
1,7331
0,2096
0,5293
0,1597
1,5965
0,5320
0,4590
1,763
0,1548
0,817
1,2770
0,2950
1,1393
0,1428
0,3768
1,1775
1,2649
0,142
1,1270
0,6547
1,2339
0,7589
0,1001
0,218
0,5661
1,2474
0,6488
0,1656
0,3716
1,869
0,1758
0,8598
1,5474
1,302
0,2030
0,7535
0,546
1,1315
0,2432
0,2369
0,3464
1,2538
1,416
0,1447
1,705
0,1172
0,2749
0,1087
1,1766
0,1461
0,1166
1,3337
0,733
0,2021
0,1401
1,1819
1,890
0,1528
1,481
0,2966
0,897
1,3558
1,447
0,13226
1,1131
0,4903
1,855
0,1798
1,2140
1,2662
0,1913
0,1134
1,3316
1,626
0,1191
1,2693
0,885
1,1471
1,1884
0,6966
1,3138
1,4335
0,3927
1,8567
0,1044
0,1138
0,3115
0,2428
1,1758
0,2030
1,1356
1,4477
1,7822
1,2082
0,189
1,927
0,1323
1,1287
1,338
1,1415
1,453
1,1786
0,2509
0,4020
0,622
0,56
1,2847
1,1129
1,3039
0,1041
1,1805
1,918
0,2613
0,849
1,1749
0,2956
0,4880
0,1280
0,4881
0,2335
0,1132
0,2582
1,2302
1,758
1,4693
0,639
1,259
0,1760
1,1585
0,3531
0,6809
1,1075
0,3862
0,124
0,746
0,6324
0,3777
0,4744
0,7356
1,7286
0,6535
1,1367
1,5120
0,1781
0,393
0,6453
1,5940
1,1188
0,5600
1,4484
1,1720
1,3937
1,3105
1,805
1,2829
0,1670
1,954
1,3482
0,583
0,1262
0,1697
1,1873
0,770
0,1407
0,2096
1,904
1,4435
1,2706
0,5346
0,1417
0,2166
0,2969
0,1581
0,1760
0,6968
0,1615
1,944
0,1574
1,2568
1,2607
1,3733
1,1411
1,9783
1,2811
0,1142
0,1695
0,375
1,1839
1,3728
0,8045
1,3066
0,4684
0,3305
0,3197
1,3413
1,5138
0,7212
1,1104
0,2663
0,1595
0,1641
0,2789
1,3966
0,2696
0,2582
0,1130
1,3356
0,1958
0,1397
1,975
0,608
0,756
1,2109
1,1405
1,4329
0,5205
0,1961
1,2519
0,4215
0,108
0,2896
1,2297
1,792
0,871
0,4161
1,4845
0,870
1,2052
0,2282
1,894
0,855
1,1747
0,750
1,311
0,312
1,440
0,2380
1,1908
1,1914
0,7091
1,3390
1,1018
0,8048
1,5123
0,2480
0,1513
0,4183
1,2920
0,2067
1,4175
1,1757
0,6133
1,749
1,5719
0,6799
1,7564
1,3030
1,2637
0,1016
0,1920
0,4319
0,1521
1,2913
1,2820
0,3929
0,867
1,3146
0,6157
1,7419
1,554
0,409
1,1028
1,613
0,578
1,774
1,2036
1,2346
1,671
1,6458
0,2069
1,335
0,2151
1,1083
1,1171
1,895
1,558
1,1626
0,8215
1,1866
0,5030
1,8283
1,5842
0,1737
1,928
0,3297
1,790
1,1023
1,690
0,1851
1,5321
0,2677
1,853
0,2951
0,1084
0,889
1,995
0,1318
0,6942
0,689
0,1774
1,1018
1,2936
1,1260
1,1353
1,973
0,2364
0,2954
1,2013
0,463
1,3267
0,7149
1,892
0,1315
1,2872
0,3310
0,3059
1,1731
1,5929
1,1014
1,5231
1,1635
0,401
0,3741
1,3729
1,1091
1,3455
1,262
1,1847
0,10122
1,5993
1,1176
1,4351
0,1604
0,2756
0,4576
1,2623
1,2148
0,3249
0,2943
0,1749
0,2754
0,677
1,1673
1,4741
1,1912
1,1964
1,3831
1,1645
0,1390
1,986
1,218
0,7067
1,1333
1,5246
0,3381
0,6928
1,5459
1,1211
1,1816
1,1260
0,3377
0,5809
1,6644
1,2077
0,5462
1,761
0,4575
0,6990
1,7927
1,169
0,1321
1,4614
1,988
1,832
0,2662
1,1008
0,982
0,741
0,760
1,2434
0,1001
0,2905
1,1154
0,5368
0,3562
1,1060
1,3782
0,4322
0,4128
0,3124
0,1940
0,5032
1,669
1,712
1,5384
1,2489
1,2203
0,6316
0,2276
1,4822
0,763
0,10779
1,1435
1,1401
0,3546
0,1513
0,3003
0,4144
1,2341
0,1742
0,1699
0,961
0,1366
1,3218
0,1758
0,1944
0,6899
1,4763
0,2213
0,783
0,516
1,2419
0,741
0,1747
1,1549
1,3586
0,1664
0,713
0,2041
1,2575
0,8585
1,2458
0,4728
1,1053
0,739
1,420
1,6144
0,639
0,3492
0,2884
1,1858
0,8579
0,1205
0,6306
1,1789
0,2326
1,471
1,1617
1,498
0,1398
0,729
1,504
1,7184
1,6585
0,1531
0,3535
0,565
1,150
0,9206
0,2806
0,3626
1,3459
0,699
0,1714
1,3548
0,1420
1,1128
0,4011
0,3135
0,3939
1,1249
1,1489
1,5075
0,1611
0,605
0,1032
0,1073
0,1080
0,1336
0,1844
1,2933
0,5122
1,5383
1,822
1,1591
1,2241
0,7588
0,1264
0,2903
1,445
0,495
0,1720
1,3610
1,859
1,2237
1,2127
0,4598
0,986
0,622
1,1326
1,6660
1,680
0,3159
1,2380
1,820
0,670
1,539
0,4711
0,3509
1,1423
0,4294
1,2613
0,3896
1,1938
0,2181
0,1065
1,998
0,5655
1,5046
0,773
0,6868
0,1755
1,1824
0,4361
1,1512
1,1334
0,1052
0,1253
1,1809
1,6005
0,1816
0,447
0,6244
0,2856
1,1422
0,3718
0,1026
1,1378
1,1572
1,1280
1,6175
0,797
0,6267
1,765
0,4105
1,3205
0,3521
0,5594
0,4640
0,6476
1,2650
0,3913
1,1666
1,1332
0,1811
0,5999
1,1767
1,1591
1,1172
1,6175
1,1879
1,1178
1,761
1,4188
0,2343
0,1288
0,2822
0,1129
0,1635
0,1132
0,2074
0,4394
0,1786
0,3161
1,3807
0,1190
0,2442
1,1245
0,1488
1,2161
0,5518
1,1811
0,2117
0,2922
1,467
1,2175
1,1162
1,202
1,1837
0,1144
1,613
1,858
1,2497
0,3857
1,1570
0,1544
1,4701
0,3220
0,2315
0,7701
1,1584
1,322
0,3522
1,5460
0,1006
0,920
1,1038
0,5117
1,4600
0,2429
0,1465
1,3368
1,2727
1,3024
1,7255
1,2302
1,298
0,2670
1,323
1,4950
1,5367
1,14325
0,2599
0,5551
0,2652
0,361
0,1489
0,498
1,8997
0,2691
0,1286
0,7869
1,4092
1,194
0,803
1,1957
1,9846
1,1202
0,892
0,9257
1,3638
0,2880
0,4307
0,2532
1,985
0,1705
0,911
0,551
1,471
0,2624
0,2200
0,5016
1,6399
0,465
0,1729
0,2524
1,984
1,3459
1,1229
1,2016
1,6075
1,1904
1,1809
0,1829
0,1545
0,1633
1,2400
1,1494
0,4831
1,998
0,1454
0,807
0,1994
1,2933
0,1234
0,1623
1,2132
1,4612
0,2132
1,3408
1,1375
1,2635
0,6313
1,9761
1,2250
0,5094
1,2340
0,2585
0,2802
1,954
0,1217
1,1225
1,4459
0,2308
1,826
1,1464
0,5811
0,10467
0,4748
0,1649
1,5488
0,2489
0,2193
0,5644
1,2341
1,2330
0,1222
0,348
1,2649
0,3016
1,3336
1,1608
0,612
0,81
1,5798
1,2162
0,4830
1,308
1,478
0,1833
1,5935
0,3200
0,2264
0,1018
1,534
1,170
0,5474
0,6976
1,1538
1,2095
1,2398
1,281
1,2798
0,2170
0,7772
1,4541
1,550
1,6180
1,1875
1,2796
0,139
0,1005
0,2926
1,1311
0,2107
0,2296
1,6254
1,3245
0,4041
0,1315
1,2375
1,5088
1,2276
1,2168
1,5740
1,598
1,4921
0,239
0,480
0,1991
1,3114
1,5121
0,670
0,1672
1,1793
0,3510
0,698
1,3636
0,1342
0,4176
0,3567
1,6580
1,1677
0,132
1,1789
0,741
1,1937
0,1480
0,621
1,1300
0,3950
0,2826
1,3148
0,5397
1,1313
1,1349
1,5964
0,2185
1,629
1,3473
0,486
0,6370
0,4034
1,4762
1,586
0,2924
0,4968
0,2738
1,2279
1,4353
1,683
1,2726
0,864
1,3625
0,370
0,7766
0,968
1,595
1,2428
1,766
0,1086
1,580
1,593
1,1406
0,2372
0,2105
0,1000
1,6267
0,1666
1,5490
0,1063
0,2118
1,2239
1,282
1,1075
0,2294
1,6147
1,1164
0,1192
1,5491
1,724
1,2775
1,4423
0,526
1,3615
0,2895
0,2709
0,1690
1,2857
1,4181
1,1113
1,3717
0,771
0,8166
0,2290
1,1587
1,1233
0,412
0,1589
0,689
1,793
0,812
1,1477
0,1218
1,885
0,1561
1,1108
1,1545
1,800
0,2696
0,424
0,2544
0,1072
1,179
0,947
1,1591
0,2466
0,2538
0,579
1,1756
1,3479
0,3984
0,821
1,5188
0,859
0,3954
1,2883
1,1692
1,542
1,638
0,704
1,245
1,3092
1,1805
1,6345
0,2099
0,355
1,2394
0,1834
1,1451
1,1212
1,1654
0,1778
1,3408
0,951
1,753
1,1960
0,1234
0,1057
0,2736
1,896
1,1324
1,1466
1,2025
0,864
1,1406
0,1518
0,618
1,4974
1,2201
0,442
1,2201
0,2137
0,1294
1,4325
0,2363
0,3505
0,1822
0,859
1,3462
1,6625
0,196
0,1241
1,1555
0,721
1,3478
0,1100
0,795
0,2498
0,1999
0,1289
0,3465
1,1189
0,4180
0,5247
0,2832
1,3974
0,3034
1,4937
0,2823
0,1344
0,1246
1,4774
1,2763
0,10625
0,720
0,2840
0,2612
0,3621
0,4363
1,817
0,3949
0,540
0,1864
1,701
0,3254
0,2682
1,4456
0,6097
1,1099
0,5660
0,6944
1,1416
0,4419
0,2104
1,1650
0,2609
0,1837
0,4591
0,1703
1,3298
1,355
0,2092
0,4137
0,3033
1,1097
1,3089
0,4611
0,3476
0,9278
0,3901
1,1687
0,4065
1,8796
1,1161
0,1018
1,228
0,1681
0,2167
0,2101
0,1265
1,1994
0,7617
0,920
1,5123
1,1252
0,276
1,10073
0,1936
0,803
1,3933
1,2197
1,1290
1,3122
1,4068
1,6361
0,743
1,1402
1,3539
0,1602
1,2689
0,1212
0,528
1,2005
0,1960
0,6441
0,2972
0,1407
1,582
0,4566
1,7776
1,365
1,3268
0,6780
0,616
0,2386
1,4401
1,974
1,320
1,5424
1,486
0,7159
1,3970
0,3113
1,3548
1,2901
1,1759
0,1768
1,1161
1,1495
1,2388
1,5818
0,2220
1,1307
0,3480
1,3389
1,820
1,906
1,1080
1,1708
0,1125
0,1642
0,2370
0,2366
1,937
1,1735
1,4887
1,822
0,2201
1,4697
1,8518
0,878
0,1067
0,1055
1,2496
1,2003
0,5628
1,3002
0,1166
1,1716
1,992
1,2181
1,2227
1,1314
1,2072
1,4618
1,9415
1,8039
1,1322
1,3270
1,648
1,1262
0,9851
1,529
0,490
0,499
1,4862
1,4301
1,2532
1,2855
1,7373
0,3066
0,2243
1,3510
0,1160
0,3732
0,2172
0,2921
1,2246
1,406
1,463
1,1341
1,999
0,1774
0,1815
0,1138
1,4505
0,4232
0,601
0,1044
0,183
1,3335
1,3075
0,645
0,9627
1,1532
0,3225
1,3784
1,1501
1,4754
0,9078
1,1027
1,1352
0,349
0,1226
0,1621
1,8660
0,2429
1,4129
1,4125
1,7158
1,1210
0,7678
0,542
0,3316
1,6445
1,1284
0,2000
0,4796
0,1689
0,771
1,1332
1,3120
1,1445
1,2328
0,1476
0,1623
0,624
1,2336
0,3777
1,192
0,1688
1,3173
0,2979
0,5819
0,1690
0,2004
1,7247
0,1374
0,2579
1,803
1,7231
0,2680
1,1335
0,2401
1,400
0,761
1,3182
1,1408
0,4668
0,7910
0,3101
0,5779
0,4449
0,5300
1,7658
0,1800
1,1364
1,2448
1,1466
1,3008
1,5376
1,1088
1,1340
1,1927
1,893
1,977
0,4246
0,3048
0,3992
0,6292
1,1388
0,1882
0,3668
1,522
1,1013
0,2521
1,3609
0,1087
0,9149
1,781
0,5656
0,2393
1,7587
1,4083
0,1856
0,7913
1,2608
0,1132
1,1774
0,850
1,982
0,315
0,3812
1,2382
1,1596
0,6933
0,173
1,848
1,203
0,2875
0,2036
1,363
0,3451
0,1312
1,83
0,6930
0,270
1,4880
0,521
0,2725
1,1890
0,2734
0,2292
1,3961
0,6228
0,953
1,1305
0,746
0,940
1,4069
1,2301
1,146
0,2632
0,6413
1,1810
0,3280
1,10251
0,2412
0,4342
0,2957
0,9002
0,1995
1,919
1,1654
1,798
1,682
1,3962
0,2834
1,6867
0,746
0,3144
0,572
1,2222
0,2974
1,1795
1,4590
0,7218
0,2478
1,2768
1,900
0,5199
1,1662
1,5447
0,1639
1,663
0,3743
0,1137
1,569
0,868
1,885
0,2873
0,1357
1,1478
1,1937
0,2380
0,1061
0,325
0,1112
0,1154
1,246
1,5350
0,6478
1,4356
1,2502
0,224
0,3956
1,3511
1,4855
1,2056
1,695
1,1867
0,626
0,1993
0,8101
1,384
1,2162
1,1129
0,3158
1,9598
0,1673
1,4096
0,1849
0,2299
0,1569
0,1773
1,1248
0,742
0,2594
1,814
0,302
0,5648
1,1098
0,1914
0,3887
1,5249
1,1751
0,4541
1,1861
0,612
0,497
1,1110
0,1139
0,5847
0,4059
1,1057
1,2459
0,1584
1,1144
0,2144
1,965
0,1324
0,3399
0,5143
1,4743
1,2627
1,998
0,3869
0,2664
1,1362
1,2151
1,1263
1,1416
0,1142
0,5769
0,3114
0,1224
1,1128
0,1236
1,1089
0,1535
1,1512
1,2617
1,8065
0,6150
1,492
1,1007
1,8100
0,1474
1,1423
1,1853
0,2079
0,413
0,764
1,1984
1,3049
1,1105
0,3630
1,7143
1,1041
0,2049
1,1522
1,776
0,2506
0,5393
0,1902
0,679
1,7832
0,641
1,299
0,2408
0,472
1,864
0,574
0,4978
0,4469
1,868
0,3564
0,934
0,1717
0,1356
0,2020
0,664
1,465
0,1444
1,374
1,1868
0,1203
0,7244
0,1134
0,2748
1,3791
0,3078
1,1192
0,606
0,2736
0,833
1,2883
1,2212
1,359
1,1510
0,4310
0,875
0,1834
1,2257
1,1345
1,3949
1,991
1,2443
1,2161
1,4415
0,8172
0,1449
1,6051
0,4135
1,3694
1,290
1,2114
1,1342
0,511
0,1597
0,3450
1,736
1,1699
0,1123
1,166
0,3118
1,7432
1,2441
1,5157
0,927
1,1172
0,1979
0,667
1,1325
0,4642
1,1163
1,2229
1,579
1,7360
0,2215
0,820
0,4999
1,923
0,3127
1,6025
1,2103
1,1313
1,837
0,656
1,4072
0,2949
0,2409
1,4796
0,8472
0,1454
1,6733
0,4059
1,1294
1,1461
0,10460
0,2806
0,727
0,1365
0,1211
0,1342
1,2600
0,3427
1,1829
0,6670
1,3169
1,2258
0,2897
0,644
1,3578
1,101
0,1026
0,225
1,6698
0,4186
1,8538
1,514
0,784
0,351
0,1557
0,2244
1,3675
1,2119
0,9840
0,942
1,509
1,1433
0,1606
0,1155
1,5708
0,1785
1,1034
1,1130
0,5843
1,1934
1,1183
1,1746
0,1441
1,507
0,3790
1,1423
1,2996
1,2742
1,2448
0,1581
1,4652
1,2273
0,1340
1,1942
1,4773
0,1635
0,5474
1,1623
0,1319
0,980
0,1458
1,757
0,1832
0,8852
0,1741
1,1596
1,452
0,2630
1,5096
1,1080
0,2213
1,2396
0,714
0,669
1,1830
1,6012
1,728
1,5857
1,1129
1,6733
1,733
1,538
0,3840
0,2392
0,619
1,1561
0,4341
1,4318
0,2576
0,727
0,3197
1,919
0,4534
0,3953
1,1920
0,1436
1,5609
1,269
1,1755
0,5402
1,610
1,4245
0,158
0,2187
0,1066
0,3534
1,2885
1,3194
0,3019
0,2519
1,528
0,5355
1,1027
1,539
0,4180
0,665
1,5367
1,3306
1,997
1,1212
0,2637
0,3692
1,5139
0,1346
1,4605
0,2024
0,2656
0,850
0,902
0,579
0,2382
0,897
1,1768
0,5329
0,6201
1,579
0,9005
0,566
1,340
1,408
1,731
1,902
1,654
1,1679
0,298
1,1408
1,3438
0,1332
1,6224
0,816
0,904
0,8363
0,841
1,579
0,1827
0,9554
0,1544
0,6404
0,6998
1,2080
0,678
1,3240
0,2683
1,2120
0,1843
1,3611
0,6048
1,1954
0,1004
1,6483
0,242
1,2099
1,1129
1,949
0,2864
1,1124
0,322
0,1279
1,1297
1,1410
1,2804
1,1919
1,719
1,3179
0,1275
1,5011
0,1705
1,1329
1,1660
1,2757
0,369
1,1050
0,1169
1,2703
1,8165
0,3753
0,2808
0,4114
0,4425
0,5788
1,1258
0,2929
0,2887
1,121
0,3046
0,1306
0,3990
0,3268
0,785
1,906
1,1411
0,588
0,451
0,260
1,2310
0,8420
1,862
1,1746
1,194
0,5563
0,1806
0,2622
1,1099
1,2184
1,2521
1,2390
1,654
1,3611
1,3750
0,1781
1,2194
0,1221
1,1745
1,784
1,930
0,1377
0,2631
0,471
0,2534
1,7076
0,2945
1,4252
0,1903
1,570
0,1619
1,1140
0,2313
1,2038
1,1526
0,7880
1,970
1,2336
1,1079
1,7931
0,835
1,4381
1,3738
1,1099
1,955
0,7808
0,5389
0,1053
1,3955
