_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,category,category:confidence,category_gold,id,screenname,text
662823351,FALSE,finalized,3,2/18/15 4:28,Information,1,,3.08648E+17,CitigroupBRK,Exclusive: Goldman eyes Volcker workaround for buyouts:  http://t.co/E8dLpRQIJw #Citigroup #BRK
662823352,FALSE,finalized,3,2/18/15 13:36,Information,1,,3.08628E+17,CitigroupBRK,Securitization Lobby in Disarray After Most Directors Quit:  http://t.co/GWhvWldHZ2 #Citigroup #BRK
662823353,FALSE,finalized,3,2/18/15 13:54,Information,1,,3.08564E+17,CitigroupBRK,"Goldman, Citi Warn Shareholders on Cybersecurity:  http://t.co/o7BIHHLhlA #Citigroup #BRK"
662823354,FALSE,finalized,3,2/18/15 9:11,Information,1,,3.08555E+17,CitigroupBRK,The World's Richest Billionaire Hedge Fund Managers And Traders:  http://t.co/LRQp8l5j69 #Citigroup #BRK
662823355,FALSE,finalized,3,2/18/15 12:17,Information,1,,3.08095E+17,CitigroupBRK,The GOP warms to marriage equality: Only one Republican voted for the same-sex marriage bill t... http://t.co/FQZ5H17JVA #Citigroup #BRK
662823356,FALSE,finalized,3,2/18/15 13:21,Information,1,,3.07564E+17,CitigroupBRK,Jack Lew and Citigroup: How the Corrupt Rich Get Richer with Cronyism: The rest of us suffered... http://t.co/QEGIO3M9JL #Citigroup #BRK
662823357,FALSE,finalized,3,2/18/15 12:25,Information,1,,3.07528E+17,CitigroupBRK,Bertelsmann to Buy Full Ownership of BMG Rights From KKR:  http://t.co/Cegd2a7VtW #Citigroup #BRK
662823358,FALSE,finalized,3,2/18/15 3:57,Information,1,,3.07211E+17,CitigroupBRK,"Citigroup and Blackstone's Capital Requirement Workaround: [at CNBC] - A year ago, Citi bought... http://t.co/b3A431eGxw #Citigroup #BRK"
662823359,FALSE,finalized,3,2/18/15 8:57,Information,1,,3.07211E+17,CitigroupBRK,Fed Governor Raskin Says Bank Reputations Harmed by Bailouts:  http://t.co/laNsGncMMp #Citigroup #BRK
662823360,FALSE,finalized,3,2/18/15 12:00,Information,1,,3.06901E+17,CitigroupBRK,"Treasury Pick Tries to Cast His History as Right for the Job: Jacob Lew, who faces a Senate pa... http://t.co/KXfFcgT2vX #Citigroup #BRK"
662823361,FALSE,finalized,3,2/18/15 5:04,Information,0.6747,,3.06872E+17,CitigroupBRK,"Final Trade: Your First Move for Thursday, Feb. 28:  http://t.co/mtO7KdASXt #Citigroup #BRK"
662823362,FALSE,finalized,3,2/18/15 13:18,Information,1,,3.06791E+17,CitigroupBRK,1 Metric Bank of America Investors Can Rightly Celebrate:  http://t.co/m0cmBO2mNs #Citigroup #BRK
662823363,FALSE,finalized,3,2/18/15 12:36,Information,1,,3.06791E+17,CitigroupBRK,JPMorgan's Projections Underline Just How Cheap the Stock Is:  http://t.co/tSNftFlxKb #Citigroup #BRK
662823364,FALSE,finalized,3,2/18/15 5:18,Information,1,,3.06276E+17,CitigroupBRK,Boarding Taylor Morrison's Maiden Flight: Arturo is a member of The Motley Fool Blog Network -... http://t.co/YUJqSzja4Q #Citigroup #BRK
662823365,FALSE,finalized,3,2/18/15 12:45,Information,1,,3.06271E+17,CitigroupBRK,The 40 Highest-Earning Hedge Fund Managers And Traders:  http://t.co/YEfNKtjxE6 #Citigroup #BRK
662823366,FALSE,finalized,3,2/18/15 4:44,Information,1,,3.06224E+17,CitigroupBRK,Exclusive - Goldman to begin fresh round of job cuts: sources:  http://t.co/uEb2KLLPXs #Citigroup #BRK
662823367,FALSE,finalized,3,2/18/15 9:32,Information,1,,3.06224E+17,CitigroupBRK,Exclusive - Goldman to begin fresh round of job cuts: sources:  http://t.co/TOgShNV7co #Citigroup #BRK
662823368,FALSE,finalized,3,2/18/15 12:33,Information,1,,3.06224E+17,CitigroupBRK,Exclusive: Goldman to begin fresh round of job cuts:  http://t.co/H29QNcWOft #Citigroup #BRK
662823369,FALSE,finalized,3,2/18/15 9:11,Information,1,,3.0617E+17,CitigroupBRK,Dynasty adds adviser team working with pro athletes:  http://t.co/4cbmG9xbhK #Citigroup #BRK
662823370,FALSE,finalized,3,2/18/15 13:15,Information,1,,3.0617E+17,CitigroupBRK,Dynasty adds adviser team working with pro athletes:  http://t.co/f1mojTbXBl #Citigroup #BRK
662823371,FALSE,finalized,3,2/18/15 12:22,Information,0.6731,,3.06141E+17,CitigroupBRK,Exclusive: Goldman to begin fresh round of job cuts - sources:  http://t.co/abTvz6kzYt #Citigroup #BRK
662823372,FALSE,finalized,3,2/18/15 8:51,Information,1,,3.06141E+17,CitigroupBRK,Exclusive - Goldman to begin fresh round of job cuts : sources:  http://t.co/NCsn80gkKZ #Citigroup #BRK
662823373,FALSE,finalized,3,2/18/15 12:51,Information,1,,3.05975E+17,CitigroupBRK,"Citigroup: Optimism Everywhere, Are They Right?:  http://t.co/1EEqfeBye6 #Citigroup #BRK"
662823374,FALSE,finalized,3,2/18/15 10:20,Information,1,,3.05277E+17,CitigroupBRK,Banks Looking for 'Right Thing' on CEO Pay: Krawcheck: Succession Planning for Business Owners... http://t.co/TZGPWad2YK #Citigroup #BRK
662823375,FALSE,finalized,3,2/18/15 13:05,Information,1,,3.05013E+17,CitigroupBRK,Citigroup Awards Corbat $11.5M Compensation Deal:  http://t.co/H2JXclaCVB #Citigroup #BRK
662823376,FALSE,finalized,3,2/18/15 6:59,Information,1,,3.04699E+17,CitigroupBRK,Edwards Lifesciences to Present at the Citigroup and RBC 2013 Global Healthcare Conferences: M... http://t.co/FXDi2SAsml #Citigroup #BRK
662823377,FALSE,finalized,3,2/18/15 13:21,Information,1,,3.04413E+17,CitigroupBRK,"Emeli Sande, Mumford &amp  Sons Lead Winners at Brit Awards:  http://t.co/NG1VZYvgsf #Citigroup #BRK"
662823378,FALSE,finalized,3,2/18/15 6:43,Information,1,,3.04218E+17,CitigroupBRK,Limited Mortgage Finance Role for U.S. Government Gains Support:  http://t.co/drV92iu2 #Citigroup #BRK
662823379,FALSE,finalized,3,2/18/15 9:28,Information,1,,3.04034E+17,CitigroupBRK,"Whole Foods, Citigroup CEOs set for talks on campus: Two sometimes-controversial business giants... http://t.co/dZTh6YgH #Citigroup #BRK"
662823380,FALSE,finalized,3,2/18/15 8:37,Information,1,,3.03786E+17,CitigroupBRK,"Dubai utility DEWA eyes $1 bln sukuk to repay debt, fund projects:  http://t.co/EgAUFqai #Citigroup #BRK"
662823381,FALSE,finalized,3,2/18/15 11:47,Information,1,,3.02833E+17,CitigroupBRK,Failsafe failure: Aforeclosure review system that failed to compensate mistreated borrowers has ... http://t.co/9PPP24Z1 #Citigroup #BRK
662823382,FALSE,finalized,3,2/18/15 13:05,Information,1,,3.0251E+17,CitigroupBRK,"Gilt Groupe's Kevin Ryan: What Works, And Doesn't Work, in Flash Sales: The online retail pionee... http://t.co/DScHqikn #Citigroup #BRK"
662823383,FALSE,finalized,3,2/18/15 11:48,Information,1,,3.02474E+17,CitigroupBRK,US investment banks embrace riskier block trades:  http://t.co/WCiojMyF #Citigroup #BRK
662823384,FALSE,finalized,3,2/18/15 13:32,Information,1,,3.02474E+17,CitigroupBRK,US investment banks embrace riskier block trades:  http://t.co/3fqg94ye #Citigroup #BRK
662823385,FALSE,finalized,3,2/18/15 13:06,Information,1,,3.02438E+17,CitigroupBRK,Tracking Bruce Berkowitz's Fairholme Portfolio - Q4 2012 Update:  http://t.co/YwrTl466 #Citigroup #BRK
662823386,FALSE,finalized,3,2/18/15 13:11,Action,0.6634,,3.02136E+17,CitigroupBRK,[video] Opinion: Are Too Big to Fail Banks Really Safe?:  http://t.co/7XW14TVY #Citigroup #BRK
662823387,FALSE,finalized,3,2/18/15 11:18,Information,1,,3.01885E+17,CitigroupBRK,"Citigroup Lost $15 Million With UBS's - Crap' CDO Blessed by S&amp P: In just six months, Standard &amp ... http://t.co/yktZNvZg #Citigroup #BRK"
662823388,FALSE,finalized,3,2/18/15 4:31,Information,1,,3.0186E+17,CitigroupBRK,This Is What Will Boost Your Bank Stock Right Now:  http://t.co/hu9mDNIb #Citigroup #BRK
662823389,FALSE,finalized,3,2/18/15 6:53,Information,1,,3.01837E+17,CitigroupBRK,"Saba Said to Hire Citigroup Trader Roberts, RBC's Kazarian: Gabriel Roberts, who led global cred... http://t.co/4K4O8gM6 #Citigroup #BRK"
662823390,FALSE,finalized,3,2/18/15 14:03,Information,1,,3.01808E+17,CitigroupBRK,Ward Off Big Government With Shareholder Activism: Analyst:  http://t.co/1PT5i8Hg #Citigroup #BRK
662823391,FALSE,finalized,3,2/18/15 12:42,Information,1,,3.01781E+17,CitigroupBRK,"Saba Said to Hire Citigroup Trader Roberts, RBCâ€™s Kazarian:  http://t.co/GWdk8gEI #Citigroup #BRK"
662823392,FALSE,finalized,3,2/18/15 5:04,Information,1,,3.01446E+17,CitigroupBRK,[video] Traders Highly Selective Amid Financial Sector Momentum:  http://t.co/MryXrz5m #Citigroup #BRK
662823393,FALSE,finalized,3,2/18/15 6:59,Information,1,,3.01425E+17,CitigroupBRK,"Citigroup Capital VII Capital Securities Yield Pushes Past 7%: In trading on Tuesday, shares of ... http://t.co/6IgLufif #Citigroup #BRK"
662823394,FALSE,finalized,3,2/18/15 8:54,Information,1,,3.0141E+17,CitigroupBRK,Citigroup Capital VII Capital Securities Yield Pushes Past 7%:  http://t.co/d5LnxD7z #Citigroup #BRK
662823398,FALSE,finalized,3,2/18/15 13:56,Information,1,,4.53535E+17,C_PR,Citigroup Announces Agreement to Resolve Certain Private-Label Securitization Repurchase Claims http://t.co/zH2e2gGbFX
662823399,FALSE,finalized,3,2/18/15 13:22,Information,1,,4.4928E+17,C_PR,Citigroup Announces $2 Billion Redemption of Trust Preferred Securities http://t.co/KRoICb6MZV
662823400,FALSE,finalized,3,2/18/15 13:00,Information,1,,4.2322E+17,C_PR,Citi Launches Advertising Campaign for Sponsorship of U.S. Olympic and Paralympic Teams Ahead of the Sochi Olympic... http://t.co/Q9opBKurzj
662823401,FALSE,finalized,3,2/18/15 13:46,Information,1,,4.10862E+17,C_PR,Sanergy is Named Global Winner at 2013 FT/Citi Ingenuity Awards http://t.co/7v9BD2ihKr
662823402,FALSE,finalized,3,2/18/15 10:25,Information,1,,4.02537E+17,C_PR,Citi Responds to Appeal for Communities Devastated by Typhoon Yolanda http://t.co/bLSJyvGkOH
662823403,FALSE,finalized,3,2/18/15 11:55,Information,1,,3.81151E+17,C_PR,Citi Leads Global Diversified Financials Sector in 2013/2014 Dow Jones Sustainability Index http://t.co/bSt4oroNT3
662823404,FALSE,finalized,3,2/18/15 13:36,Information,1,,3.73183E+17,C_PR,Citigroup Announces $369 Million Redemption of Citigroup Capital X Trust Preferred Securities http://t.co/SRWfc6uwfQ
662823405,FALSE,finalized,3,2/18/15 9:10,Information,1,,3.6014E+17,C_PR,Financial Times and Citi Announce Judging Panel for the 2013 FT/Citi Ingenuity Awards http://t.co/cb8DmKn6Mc
662823406,FALSE,finalized,3,2/18/15 13:09,Information,1,,3.49286E+17,C_PR,"66,000 Citi Volunteers Mark CompanyÃ¢??s Annual Global Community Day with Service Activities in 95 Countries http://t.co/yCdOUzjaBP"
662823407,FALSE,finalized,3,2/18/15 12:05,Information,1,,3.4528E+17,C_PR,Citigroup Announces $954 Million Redemption of Citigroup Capital XVI Trust Preferred Securities http://t.co/7QzWOxmvF3
662823408,FALSE,finalized,3,2/18/15 9:34,Information,1,,3.41922E+17,C_PR,New Citi-Commissioned EIU Report Projects Competitiveness of 120 of the WorldÃ¢??s Major Cities in 2025 http://t.co/6735K8wUmB
662823409,FALSE,finalized,3,2/18/15 13:05,Information,1,,3.1266E+17,C_PR,Citigroup Announces $3 Billion Redemption of Trust Preferred Securities http://t.co/TCoTLugU0y
662823410,FALSE,finalized,3,2/18/15 9:30,Information,1,,3.11482E+17,C_PR,Global Association of Risk Professionals Presents 2012 Risk Manager of the Year Award to CitiÃ¢??s Brian Leach at 1... http://t.co/FE8tBWl3Bq
662823411,FALSE,finalized,3,2/18/15 13:06,Information,1,,3.10148E+17,C_PR,"Citi Announces Support for Vital Voices, Women's World Banking as Part of Effort to Boost Economic Empowerment and... http://t.co/Sl3fWbpkZR"
662823412,FALSE,finalized,3,2/18/15 12:50,Information,1,,3.0895E+17,C_PR,Citi Announces Aetna to Be the Charter Healthcare Benefits Company for Comprehensive Digital Health Payment Platform http://t.co/Uhx8I386Gs
662823413,FALSE,finalized,3,2/18/15 13:02,Information,1,,3.06043E+17,C_PR,New Cities Foundation Expands Membership Network into Financial Sector http://t.co/h2YCJ67I10
662823414,FALSE,finalized,3,2/18/15 11:12,Information,1,,2.96025E+17,C_PR,Financial Times and Citi Announce Global Call for Submissions for 2013 FT/Citi Ingenuity Awards http://t.co/tMJYGZaj
662823415,FALSE,finalized,3,2/18/15 12:36,Information,1,,1.81744E+17,C_PR,Citigroup Successfully Completes Sale of 2.71% Interest in Shanghai Pudong Development Bank http://t.co/OQCn5rMG
662823416,FALSE,finalized,3,2/18/15 11:20,Information,1,,1.6017E+17,C_PR,Citi Team USA Flag Tour Stops in Jacksonville to Celebrate Sponsorship of 2012 U.S. Olympic & Paralympic Teams http://t.co/nMQI5Ngx
662823417,FALSE,finalized,3,2/18/15 13:48,Information,1,,1.37304E+17,C_PR,Citi and The Financial Times Launch Global Ingenuity Awards to Recognize Emerging Leaders Transforming Cities for ... http://t.co/ldO4Rcwi
662823418,FALSE,finalized,3,2/18/15 12:13,Information,1,,1.34038E+17,C_PR,Citi Wins Global Banking Innovation Award from BAI Ã¢?? Finacle http://t.co/5Yndp5mf
662823419,FALSE,finalized,3,2/18/15 12:21,Information,1,,1.34038E+17,C_PR,Citi Team USA Flag Tour Stops in Tucson to Celebrate Sponsorship of 2012 U.S. Olympic & Paralympic Teams http://t.co/cINSbZoR
662823420,FALSE,finalized,3,2/18/15 10:35,Information,1,,1.32213E+17,C_PR,Citi Team USA Flag Tour Stops in Irving to Celebrate Sponsorship of 2012 U.S. Olympic & Paralympic Teams http://t.co/p1IdeN9i
662823421,FALSE,finalized,3,2/18/15 12:24,Information,1,,1.22454E+17,C_PR,Citi Kicks Off 'Citi Team USA Flag Tour' in Sioux Falls to Celebrate Sponsorship of 2012 U.S. Olympic & Paralympic ... http://t.co/X6rhmnvB
662823422,FALSE,finalized,3,2/18/15 13:11,Information,1,,9.63241E+16,C_PR,Citi Celebrates Sponsorship of 2012 U.S. Olympic & Paralympic Teams With Flag-Raising Event to Mark  Year-Out  Mile... http://citi.us/q8gtGU
662823423,FALSE,finalized,3,2/18/15 8:50,Information,1,,8.66377E+16,C_PR,Citi Engages with Suppliers to Drive Sustainability Gains http://citi.us/kVazam
662823424,FALSE,finalized,3,2/18/15 12:15,Information,1,,7.0972E+16,C_PR,Statement by Citi Chairman Richard D. Parsons on Retention Award to CEO Vikram S. Pandit http://citi.us/iSuFMA
662823425,FALSE,finalized,3,2/18/15 13:25,Information,1,,6.61628E+16,C_PR,"Vikram Pandit, CEO of Citigroup, Honored with UJA-Federation of New York's Banking and Finance Award http://citi.us/ivdJOK"
662823426,FALSE,finalized,3,2/18/15 13:29,Information,1,,5.49514E+16,C_PR,Citigroup Announces Appointment of Candida Wolff as Executive Vice President for Global Government Affairs http://citi.us/gp104x
662823427,FALSE,finalized,3,2/18/15 13:59,Information,1,,4.5927E+16,C_PR,Citi Named Official Sponsor of 2012 U.S. Olympic & Paralympic Teams http://citi.us/fTmOi9
662823428,FALSE,finalized,3,2/18/15 12:34,Information,1,,3.87321E+16,C_PR,Citigroup Inc. Extends the Expiration Time of the Consent Solicitation for the Holders of the 6.00% Capital Securit... http://citi.us/i7Bicw
662823429,FALSE,finalized,3,2/18/15 9:12,Information,1,,2.84518E+16,C_PR,Citigroup Inc. Announces Consent Solicitation For the Holders of the 6.00% Capital Securities (TRUPSÂ®) of Citigrou... http://citi.us/hjCkXw
662823430,FALSE,finalized,3,2/18/15 14:00,Information,1,,29613954024,C_PR,Citi CEO Vikram Pandit Honored by New York Police & Fire Widows' & Children's Benefit Fund at 25th Annual Benefit Gala http://citi.us/9hMAGX
662823431,FALSE,finalized,3,2/18/15 8:52,Information,1,,23123212899,C_PR,Citi CEO Vikram Pandit Named 2010 Global Business Leader of the Year by NDTV Profit Business Leadership Awards http://bit.ly/bEotRC
662823432,FALSE,finalized,3,2/18/15 11:54,Information,1,,23123211550,C_PR,"Citi Partners with Soros Economic Development Fund to Help Create 1,400 New Jobs in Haiti http://bit.ly/cFXGEh"
662823433,FALSE,finalized,3,2/18/15 11:27,Information,1,,23123210317,C_PR,Citi Community Capital Launches $100 Million New York Affordable Housing Preservation Fund with L+M Development Part... http://bit.ly/c9ixIx
662823434,FALSE,finalized,3,2/18/15 6:59,Information,1,,23123206732,C_PR,Citi Wins 13 Euromoney Awards for Excellence http://bit.ly/a9JQrz
662823435,FALSE,finalized,3,2/18/15 13:12,Information,1,,14034504578,C_PR,Citi Announces $200 Million Fund to Spur Small Business Lending in Low Income U.S. Communities http://bit.ly/b7PB5K
662823436,FALSE,finalized,3,2/18/15 9:03,Information,1,,14034500833,C_PR,"Citigroup Inc. Announces Appointment of Edward Skyler As Executive Vice President, Global Public Affairs http://bit.ly/brva2z"
662823437,FALSE,finalized,3,2/18/15 12:28,Information,1,,4.7513E+17,C_PR,"Citi Celebrates Annual Global Community Day as 70,000 Volunteers Mobilize to Serve Nearly 480 Cities Around the World http://t.co/QRZjNYuaxy"
662823448,FALSE,finalized,3,2/18/15 6:41,Information,1,,3.73333E+17,DanoneGroup,"â€œThe division's Q3 sales will be down, but despite this, our Group is on track to deliver organic growth of around 5% this Q3 , said TÃ©risse"
662823449,FALSE,finalized,3,2/18/15 12:45,Information,1,,3.73332E+17,DanoneGroup," We are deploying action plans to restore sales in affected markets , said P.A.TÃ©risse, Danone's Chief Financial Officer"
662823450,FALSE,finalized,3,2/18/15 12:22,Information,1,,3.73332E+17,DanoneGroup,Danone's food #safety management system is among the most effective in the world and includes rigorous testing of all of its products
662823451,FALSE,finalized,3,2/18/15 6:41,Information,1,,3.73331E+17,DanoneGroup,#NewZealand investigation concludes that all ingredients used by Danone are in full compliance with the highest standards of quality
662823452,FALSE,finalized,3,2/18/15 13:08,Information,1,,3.7333E+17,DanoneGroup,#Danone welcomes the findings of the #NewZealand authorities' investigation of #Fonterra
662823453,FALSE,finalized,3,2/18/15 9:11,Information,1,,3.65739E+17,DanoneGroup,The acquisition of #YoCrunch will advance #Danoneâ€™s ambition to further develop the yogurt consumption in US
662823454,FALSE,finalized,3,2/18/15 11:20,Information,1,,3.65722E+17,DanoneGroup,#Danone will benefit from the toppingsâ€™ expertise of #YoCrunch
662823455,FALSE,finalized,3,2/18/15 9:15,Information,1,,3.64779E+17,DanoneGroup,"In Brazil, Danone Ecosystem supports Caring for the Caregivers to train professionals to take care of elderly in need http://t.co/dGSASafcKJ"
662823456,FALSE,finalized,3,2/18/15 9:13,Information,1,,3.61768E+17,DanoneGroup," In emerging markets &amp  N. America we are continuing to build our brands and organizations, while laying the groundwork for future growth "
662823457,FALSE,finalized,3,2/18/15 12:51,Information,1,,3.59724E+17,DanoneGroup,"Danone's agreement with @Starbucks will advance our ambition to expand yogurt consumption in the US, supporting our 1 yogurt a day strategy"
662823458,FALSE,finalized,3,2/18/15 6:44,Information,1,,3.59715E+17,DanoneGroup,"Danone &amp  @Starbucks announce strategic agreement to create an exclusive line of Evolution Fresh, Inspired by Dannon-branded products"
662823459,FALSE,finalized,3,2/18/15 5:18,Information,1,,3.57911E+17,DanoneGroup,Today Danone Medical Nutrition #Brazil has 35% market share  the acquisition of Nutrimed will strengthen it &amp  add new manufacturing capacity
662823460,FALSE,finalized,3,2/18/15 9:36,Information,1,,3.52471E+17,DanoneGroup,"Danone launches http://t.co/uOrTSQRVI9 , a surprising and fun platform to discover everything about #yogurt: nutritional benefits, history.."
662823461,FALSE,finalized,3,2/18/15 13:29,Information,0.6728,,3.39419E+17,DanoneGroup,#ActionForWomensHealth
662823462,FALSE,finalized,3,2/18/15 8:55,Information,1,,3.36398E+17,DanoneGroup,Our BIO (#Activia) brand will enable the new joint-venture to further build the active #health #yogurt segment in #China
662823463,FALSE,finalized,3,2/18/15 9:36,Information,1,,3.36392E+17,DanoneGroup,#COFCO is the largest state-owned food company in #China  #Mengniuâ€™s liquid milk products rank nÂ°1 in sales among similar products in #China
662823464,FALSE,finalized,3,2/18/15 12:42,Information,1,,3.36391E+17,DanoneGroup,Our #dairy brands will be backed by #COFCO's expertise in the food industry &amp  by #Mengniu's nationwide leading platform in #China's dairy
662823465,FALSE,finalized,3,2/18/15 13:11,Information,1,,3.36388E+17,DanoneGroup,"#COFCO, #Mengniu and Danone join forces to accelerate the development of fresh #dairy products in #China"
662823466,FALSE,finalized,3,2/18/15 8:54,Information,1,,3.33935E+17,DanoneGroup,"&gt 6% of #US children under 3 suffer from food allergies: in 2012, the #US Medical division expanded its #Neocate range to allergy treatments"
662823467,FALSE,finalized,3,2/18/15 6:42,Information,1,,3.33921E+17,DanoneGroup,#IMF represents around 80% of Danone Baby Nutrition's sales worldwide  solid #baby food sales are mainly located in #Europe
662823468,FALSE,finalized,3,2/18/15 9:30,Information,1,,3.3389E+17,DanoneGroup,#HappyFamily has a wide range of #baby products combining convenience with clearly defined nutritional benefits http://t.co/g4sLmxvVnN
662823469,FALSE,finalized,3,2/18/15 11:18,Information,1,,3.33889E+17,DanoneGroup,"#US #baby food is a $1.5 billion category which is experiencing growth of +4.2% in value, esp. driven by the organic (20% of the sales)"
662823470,FALSE,finalized,3,2/18/15 9:37,Information,1,,3.33887E+17,DanoneGroup,#HappyFamily holds over 4% of the #US #baby food market with gross sales of more than $60 million. Strong growth is expected in 2013.
662823471,FALSE,finalized,3,2/18/15 12:04,Information,1,,3.33885E+17,DanoneGroup,"Danone acquires #HappyFamily, one of the fastest-growing premium organic #baby food companies in the #US"
662823472,FALSE,finalized,3,2/18/15 12:44,Information,1,,3.31666E+17,DanoneGroup,"Hi @alvareteOC In the #Netherlands, you have #Danoontje that is suitable for children &gt 1 yrs old. #DanoontjeStart unfortunately is no longer"
662823473,FALSE,finalized,3,2/18/15 9:03,Information,1,,3.31311E+17,DanoneGroup,"Danone is excited at the prospect of joining forces with Sirma, as we believe we will benefit from the 2 companies' strong complementarities"
662823474,FALSE,finalized,3,2/18/15 13:36,Exclude,1,,3.27424E+17,DanoneGroup,"Le rÃ´le de l'Europe, c'est de se rÃ©inventer, que ce soit en termes de produit, de communication, et mÃªme d'organisation #AGM13"
662823475,FALSE,finalized,3,2/18/15 10:31,Exclude,1,,3.27419E+17,DanoneGroup,"Le programme Dan'Cares continue de se dÃ©ployer: 36 000 collaborateurs en bÃ©nÃ©ficient fin 2012  en 2013, 13 000 s'y ajouteront dans le monde"
662823476,FALSE,finalized,3,2/18/15 9:07,Exclude,0.6743,,3.27418E+17,DanoneGroup,"Au #BrÃ©sil, Danone a lancÃ© le programme Jaguar pour dÃ©velopper les compÃ©tences des jeunes talents #AGM13"
662823477,FALSE,finalized,3,2/18/15 12:54,Exclude,1,,3.27416E+17,DanoneGroup,L'Europe a un rÃ´le stratÃ©gique pour Danone: nous devons redynamiser notre activitÃ© et nous adapter #AGM13
662823478,FALSE,finalized,3,2/18/15 9:32,Exclude,1,,3.27408E+17,DanoneGroup,"En 2012, le Groupe a conservÃ© un profil financier trÃ¨s fort #AGM13"
662823479,FALSE,finalized,3,2/18/15 13:09,Exclude,1,,3.27403E+17,DanoneGroup,"Notre AssemblÃ©e GÃ©nÃ©rale s'ouvre avec la prÃ©sentation de PA TÃ©risse, Dir. GÃ©nÃ©ral Finances #AGM13"
662823480,FALSE,finalized,3,2/18/15 12:29,Information,1,,3.26383E+17,DanoneGroup,"The 1st Global Summitt on the Health Effects of #Yogurt, initiating the new collaboration of the ASN &amp  the DanoneInstitute, is due Wednesday"
662823481,FALSE,finalized,3,2/18/15 11:25,Information,0.6662,,3.24183E+17,DanoneGroup," Our teams are fully mobilized, working hard to innovate and update our product ranges , says F. Riboud, Danone's CEO #Q12013"
662823482,FALSE,finalized,3,2/18/15 9:28,Information,0.6668,,3.12499E+17,DanoneGroup,[BlogPost]: An interview of JM Severino: â€œCorporate companies have a crucial role to play in developing countriesâ€ù http://t.co/00vPJHwTDB
662823483,FALSE,finalized,3,2/18/15 13:49,Information,1,,3.11113E+17,DanoneGroup,"[Blogpost]: NutriGo, Danone's project to curb malnutrition among Chinese babies in rural areas http://t.co/AC5osuehc1  cc @danonecommunity"
662823484,FALSE,finalized,3,2/18/15 13:06,Information,1,,3.1006E+17,DanoneGroup,RT @atelierstat: Brazilian #Internet users spend 36% of their time on the internet on#SocialNetworks http://t.co/WLnHlHES5T  cc @comScore
662823485,FALSE,finalized,3,2/18/15 12:01,Information,1,,3.06791E+17,DanoneGroup,"2 years after launching Danâ€™Cares, over 50,000 Danone employees now benefit from minimum health-care coverage #social_innovation"
662823486,FALSE,finalized,3,2/18/15 12:00,Information,1,,3.03787E+17,DanoneGroup," 2013 will be a year of transition for Danone, aimed at returning our activities as a whole to strong, profitable growth by 2014â€ù F.Riboud"
662823487,FALSE,finalized,3,2/18/15 14:03,Dialogue,1,,2.99445E+17,DanoneGroup,@sehatAQUA @DanCommunityID thanks for sharing and have a good day!
662823488,FALSE,finalized,3,2/18/15 13:49,Information,0.6666,,2.91606E+17,DanoneGroup,[BlogPost]: The history of food conservation: http://t.co/aAzdroVL #infographic
662823489,FALSE,finalized,3,2/18/15 11:11,Information,1,,2.89768E+17,DanoneGroup,[Blog Post] Identifying and supporting intrapreneurs: http://t.co/RWMvYEoS #social_innovation cc @Ashoka
662823490,FALSE,finalized,3,2/18/15 12:35,Information,1,,2.89005E+17,DanoneGroup,Danone in Egypt: a lab for new ways to work in emerging markets http://t.co/96REe88a
662823491,FALSE,finalized,3,2/18/15 14:03,Dialogue,1,,2.86777E+17,DanoneGroup,@BCEAwards Thanks a lot for the mention
662823492,FALSE,finalized,3,2/18/15 7:04,Information,1,,2.81018E+17,DanoneGroup,Activia and Jamie Lee Curtis Team Up to Educate Americans on the Impact of Digestive Health on the Mind and Body http://t.co/XJrhyDd1
662823493,FALSE,finalized,3,2/18/15 8:56,Information,1,,2.78817E+17,DanoneGroup,Consumer concern and continuing media focus have moved ecology from being a fringe phenomenon right into the mainstream @Euromonitor #green
662823494,FALSE,finalized,3,2/18/15 13:44,Information,0.6718,,2.78129E+17,DanoneGroup,How Danone has embedded sustainability into the business while expanding the leadership from the finance function http://t.co/ESTaTLwh #F4TF
662823495,FALSE,finalized,3,2/18/15 5:20,Information,1,,2.76726E+17,DanoneGroup,3/4 of Chinese middle class families expect their children to attain a postgraduate degree: http://t.co/4pVUx4IH
662823496,FALSE,finalized,3,2/18/15 12:40,Information,1,,2.74077E+17,DanoneGroup,Probiotics' Benefits: Not Just Digestive http://t.co/Fb2c8SGv via @WSJ #health
662823497,FALSE,finalized,3,2/18/15 4:39,Information,1,,2.68644E+17,DanoneGroup,Today is World Diabetes Day. WHO estimates that over 346 million people worldwide have diabetes http://t.co/MYxRnB8B #WDD via @UN #health
662823498,FALSE,finalized,3,2/18/15 6:52,Information,1,,2.68312E+17,DanoneGroup,"New hunger map by @FAOemergencies shows 870 million people don't get enough food to lead a normal, active life http://t.co/KgSVkke9"
662823499,FALSE,finalized,3,2/18/15 9:25,Exclude,1,,2.66925E+17,DanoneGroup,Danone investit pour doper la croissance de La Salvetat via @LesEchos    http://t.co/FE74oTdj
662823500,FALSE,finalized,3,2/18/15 12:46,Information,1,,2.66483E+17,DanoneGroup,Danone Baby Nutrition has been named overall winner at the European Supply Chain Excellence Awards in London: http://t.co/25NeLo2k
